,economy,time,EN.ATM.CO2E.PC
1858,CAF,YR1991,0.0489984306699811
1859,CAF,YR1992,0.0506396472672807
1860,CAF,YR1993,0.0510173361828803
1861,CAF,YR1994,0.050410245921695
1862,CAF,YR1995,0.0499892269858816
1863,CAF,YR1996,0.0496496282223947
1864,CAF,YR1997,0.0482872204834968
1865,CAF,YR1998,0.0639650931741313
1866,CAF,YR1999,0.0647815810207476
1867,CAF,YR2000,0.0646951321701333
1868,CAF,YR2001,0.0658036248173819
1869,CAF,YR2002,0.0635518621865911
1870,CAF,YR2003,0.0573650660654344
1871,CAF,YR2004,0.0549677799383642
1872,CAF,YR2005,0.0532451505571377
1873,CAF,YR2006,0.0545600360659769
1874,CAF,YR2007,0.0543472174704593
1875,CAF,YR2008,0.0383682695753725
1876,CAF,YR2009,0.0368492772546631
1877,CAF,YR2010,0.0375101903041308
1878,CAF,YR2011,0.0410395387003695
1879,CAF,YR2012,0.0413130857313568
1880,CAF,YR2013,0.0251122973629173
1881,CAF,YR2014,0.0271738337653223
1882,CAF,YR2015,0.0382625562500039
1883,CAF,YR2016,0.0420865723239598
1884,CAF,YR2017,0.0445090109733524
1885,CAF,YR2018,0.0449675942827757
1886,CAF,YR2019,0.0451882048419334
1887,CAF,YR2020,0.044282072685485
1888,CAF,YR2021,
1889,CAF,YR2022,
1890,CAN,YR1960,
1891,CAN,YR1961,
1892,CAN,YR1962,
1893,CAN,YR1963,
1894,CAN,YR1964,
1895,CAN,YR1965,
1896,CAN,YR1966,
1897,CAN,YR1967,
1898,CAN,YR1968,
1899,CAN,YR1969,
1900,CAN,YR1970,
1901,CAN,YR1971,
1902,CAN,YR1972,
1903,CAN,YR1973,
1904,CAN,YR1974,
1905,CAN,YR1975,
1906,CAN,YR1976,
1907,CAN,YR1977,
1908,CAN,YR1978,
1909,CAN,YR1979,
1910,CAN,YR1980,
1911,CAN,YR1981,
1912,CAN,YR1982,
1913,CAN,YR1983,
1914,CAN,YR1984,
1915,CAN,YR1985,
1916,CAN,YR1986,
1917,CAN,YR1987,
1918,CAN,YR1988,
1919,CAN,YR1989,
1920,CAN,YR1990,15.1489693200763
1921,CAN,YR1991,14.7409640402006
1922,CAN,YR1992,15.0281390353281
1923,CAN,YR1993,14.713309128149
1924,CAN,YR1994,15.0605039615818
1925,CAN,YR1995,15.290466338986
1926,CAN,YR1996,15.5926140091235
1927,CAN,YR1997,15.9438483608679
1928,CAN,YR1998,16.0765716714674
1929,CAN,YR1999,16.2584734079999
1930,CAN,YR2000,16.7574667443141
1931,CAN,YR2001,16.3314367841399
1932,CAN,YR2002,16.7204106851899
1933,CAN,YR2003,17.2083591886595
1934,CAN,YR2004,16.7941859676954
1935,CAN,YR2005,17.0275680997804
1936,CAN,YR2006,16.5952139152245
1937,CAN,YR2007,17.3806307727274
1938,CAN,YR2008,16.5594262937317
1939,CAN,YR2009,15.5045058721079
1940,CAN,YR2010,15.7945376619227
1941,CAN,YR2011,15.9982717192369
1942,CAN,YR2012,15.7368239449526
1943,CAN,YR2013,15.8408097562138
1944,CAN,YR2014,15.8521772244521
1945,CAN,YR2015,15.6499072848632
1946,CAN,YR2016,15.4218225254765
1947,CAN,YR2017,15.5471947150649
1948,CAN,YR2018,15.6366541621759
1949,CAN,YR2019,15.0527469447143
1950,CAN,YR2020,13.5993749178773
1951,CAN,YR2021,
1952,CAN,YR2022,
1953,CEB,YR1960,
1954,CEB,YR1961,
1955,CEB,YR1962,
1956,CEB,YR1963,
1957,CEB,YR1964,
1958,CEB,YR1965,
1959,CEB,YR1966,
1960,CEB,YR1967,
1961,CEB,YR1968,
1962,CEB,YR1969,
1963,CEB,YR1970,
1964,CEB,YR1971,
1965,CEB,YR1972,
1966,CEB,YR1973,
1967,CEB,YR1974,
1968,CEB,YR1975,
1969,CEB,YR1976,
1970,CEB,YR1977,
1971,CEB,YR1978,
1972,CEB,YR1979,
1973,CEB,YR1980,
1974,CEB,YR1981,
1975,CEB,YR1982,
1976,CEB,YR1983,
1977,CEB,YR1984,
1978,CEB,YR1985,
1979,CEB,YR1986,
1980,CEB,YR1987,
1981,CEB,YR1988,
1982,CEB,YR1989,
1983,CEB,YR1990,8.95086149273298
1984,CEB,YR1991,8.29458242973147
1985,CEB,YR1992,7.72579662784219
1986,CEB,YR1993,7.50853020345228
1987,CEB,YR1994,7.32138001927149
1988,CEB,YR1995,7.36582691333448
1989,CEB,YR1996,7.61870014387255
1990,CEB,YR1997,7.39884578800428
1991,CEB,YR1998,6.95933955056439
1992,CEB,YR1999,6.58262185885395
1993,CEB,YR2000,6.55222800966481
1994,CEB,YR2001,6.71143158862442
1995,CEB,YR2002,6.61650941951052
1996,CEB,YR2003,6.90483331044453
1997,CEB,YR2004,6.91328164025868
1998,CEB,YR2005,6.93186300650504
1999,CEB,YR2006,7.12272315896608
2000,CEB,YR2007,7.20106107163088
2001,CEB,YR2008,7.0507649848527
2002,CEB,YR2009,6.53413641493514
2003,CEB,YR2010,6.78421837996556
2004,CEB,YR2011,6.8107074816472
2005,CEB,YR2012,6.5648993347959
2006,CEB,YR2013,6.32353812069195
2007,CEB,YR2014,6.13970975682107
2008,CEB,YR2015,6.2441332568052
2009,CEB,YR2016,6.3766056984253
2010,CEB,YR2017,6.65838797591725
2011,CEB,YR2018,6.61650818189169
2012,CEB,YR2019,6.28536421374848
2013,CEB,YR2020,5.85720584954467
2014,CEB,YR2021,
2015,CEB,YR2022,
2016,CHE,YR1960,
2017,CHE,YR1961,
2018,CHE,YR1962,
2019,CHE,YR1963,
2020,CHE,YR1964,
2021,CHE,YR1965,
2022,CHE,YR1966,
2023,CHE,YR1967,
2024,CHE,YR1968,
2025,CHE,YR1969,
2026,CHE,YR1970,
2027,CHE,YR1971,
2028,CHE,YR1972,
2029,CHE,YR1973,
2030,CHE,YR1974,
2031,CHE,YR1975,
2032,CHE,YR1976,
2033,CHE,YR1977,
2034,CHE,YR1978,
2035,CHE,YR1979,
2036,CHE,YR1980,
2037,CHE,YR1981,
2038,CHE,YR1982,
2039,CHE,YR1983,
2040,CHE,YR1984,
2041,CHE,YR1985,
2042,CHE,YR1986,
2043,CHE,YR1987,
2044,CHE,YR1988,
2045,CHE,YR1989,
2046,CHE,YR1990,6.45169792535767
2047,CHE,YR1991,6.71572760970697
2048,CHE,YR1992,6.64729896482572
2049,CHE,YR1993,6.26266076605607
2050,CHE,YR1994,6.09011273564638
2051,CHE,YR1995,6.16976724004348
2052,CHE,YR1996,6.22269985930131
2053,CHE,YR1997,6.03030989549022
2054,CHE,YR1998,6.22324806986666
2055,CHE,YR1999,6.23294458237699
2056,CHE,YR2000,6.08397536277273
2057,CHE,YR2001,6.24558946833504
2058,CHE,YR2002,5.98143821760326
2059,CHE,YR2003,6.10975526505583
2060,CHE,YR2004,6.12803762031226
2061,CHE,YR2005,6.16511913557878
2062,CHE,YR2006,6.07692424866387
2063,CHE,YR2007,5.76619326650613
2064,CHE,YR2008,5.87923780756897
2065,CHE,YR2009,5.63914682538914
2066,CHE,YR2010,5.77742182049657
2067,CHE,YR2011,5.20604499419771
2068,CHE,YR2012,5.31666112490889
2069,CHE,YR2013,5.38130029300267
2070,CHE,YR2014,4.85956840988056
2071,CHE,YR2015,4.71974534905117
2072,CHE,YR2016,4.73723860185747
2073,CHE,YR2017,4.57876628047857
2074,CHE,YR2018,4.40214372735655
2075,CHE,YR2019,4.35860986463416
2076,CHE,YR2020,4.04207281475341
2077,CHE,YR2021,
2078,CHE,YR2022,
2079,CHL,YR1960,
2080,CHL,YR1961,
2081,CHL,YR1962,
2082,CHL,YR1963,
2083,CHL,YR1964,
2084,CHL,YR1965,
2085,CHL,YR1966,
2086,CHL,YR1967,
2087,CHL,YR1968,
2088,CHL,YR1969,
2089,CHL,YR1970,
2090,CHL,YR1971,
2091,CHL,YR1972,
2092,CHL,YR1973,
2093,CHL,YR1974,
2094,CHL,YR1975,
2095,CHL,YR1976,
2096,CHL,YR1977,
2097,CHL,YR1978,
2098,CHL,YR1979,
2099,CHL,YR1980,
2100,CHL,YR1981,
2101,CHL,YR1982,
2102,CHL,YR1983,
2103,CHL,YR1984,
2104,CHL,YR1985,
2105,CHL,YR1986,
2106,CHL,YR1987,
2107,CHL,YR1988,
2108,CHL,YR1989,
2109,CHL,YR1990,2.28838357690416
2110,CHL,YR1991,2.15628363040847
2111,CHL,YR1992,2.20187534777403
2112,CHL,YR1993,2.31920308526997
2113,CHL,YR1994,2.5211189842227
2114,CHL,YR1995,2.70323586461236
2115,CHL,YR1996,3.07183142698739
2116,CHL,YR1997,3.46304268895016
2117,CHL,YR1998,3.46833332199754
2118,CHL,YR1999,3.58650695388435
2119,CHL,YR2000,3.28459876265967
2120,CHL,YR2001,3.11937442838427
2121,CHL,YR2002,3.12998963284203
2122,CHL,YR2003,3.16541052235459
2123,CHL,YR2004,3.43190265230929
2124,CHL,YR2005,3.46014367204439
2125,CHL,YR2006,3.49859730051134
2126,CHL,YR2007,3.91463436960953
2127,CHL,YR2008,4.0807703429627
2128,CHL,YR2009,3.88812820095611
2129,CHL,YR2010,4.10188399757659
2130,CHL,YR2011,4.45280082368416
2131,CHL,YR2012,4.52160278209186
2132,CHL,YR2013,4.74008312428523
2133,CHL,YR2014,4.3285934591455
2134,CHL,YR2015,4.60323610513279
2135,CHL,YR2016,4.78352570264377
2136,CHL,YR2017,4.74380241866313
2137,CHL,YR2018,4.62965705867727
2138,CHL,YR2019,4.82762007480769
2139,CHL,YR2020,4.39515106359663
2140,CHL,YR2021,
2141,CHL,YR2022,
2142,CHN,YR1960,
2143,CHN,YR1961,
2144,CHN,YR1962,
2145,CHN,YR1963,
2146,CHN,YR1964,
2147,CHN,YR1965,
2148,CHN,YR1966,
2149,CHN,YR1967,
2150,CHN,YR1968,
2151,CHN,YR1969,
2152,CHN,YR1970,
2153,CHN,YR1971,
2154,CHN,YR1972,
2155,CHN,YR1973,
2156,CHN,YR1974,
2157,CHN,YR1975,
2158,CHN,YR1976,
2159,CHN,YR1977,
2160,CHN,YR1978,
2161,CHN,YR1979,
2162,CHN,YR1980,
2163,CHN,YR1981,
2164,CHN,YR1982,
2165,CHN,YR1983,
2166,CHN,YR1984,
2167,CHN,YR1985,
2168,CHN,YR1986,
2169,CHN,YR1987,
2170,CHN,YR1988,
2171,CHN,YR1989,
2172,CHN,YR1990,1.91454626338438
2173,CHN,YR1991,2.00054328368585
2174,CHN,YR1992,2.07574040533233
2175,CHN,YR1993,2.24484207935915
2176,CHN,YR1994,2.32218922921378
2177,CHN,YR1995,2.5634787588548
2178,CHN,YR1996,2.52187187384502
2179,CHN,YR1997,2.54790366441071
2180,CHN,YR1998,2.60583573214379
2181,CHN,YR1999,2.51742076336975
2182,CHN,YR2000,2.65040910152893
2183,CHN,YR2001,2.77476219679994
2184,CHN,YR2002,2.96482122774133
2185,CHN,YR2003,3.43403647935424
2186,CHN,YR2004,3.94515487143877
2187,CHN,YR2005,4.46769636118185
2188,CHN,YR2006,4.91027619715946
2189,CHN,YR2007,5.30636800631315
2190,CHN,YR2008,5.43507909606652
2191,CHN,YR2009,5.79831993750282
2192,CHN,YR2010,6.33541976743751
2193,CHN,YR2011,6.90134732553428
2194,CHN,YR2012,7.04520023039603
2195,CHN,YR2013,7.32015492503154
2196,CHN,YR2014,7.30471287157582
2197,CHN,YR2015,7.14513153508327
2198,CHN,YR2016,7.10547993572515
2199,CHN,YR2017,7.22616015441748
2200,CHN,YR2018,7.53319313353674
2201,CHN,YR2019,7.64543578560038
2202,CHN,YR2020,7.75613790659769
2203,CHN,YR2021,
2204,CHN,YR2022,
2205,CIV,YR1960,
2206,CIV,YR1961,
2207,CIV,YR1962,
2208,CIV,YR1963,
2209,CIV,YR1964,
2210,CIV,YR1965,
2211,CIV,YR1966,
2212,CIV,YR1967,
2213,CIV,YR1968,
2214,CIV,YR1969,
2215,CIV,YR1970,
2216,CIV,YR1971,
2217,CIV,YR1972,
2218,CIV,YR1973,
2219,CIV,YR1974,
2220,CIV,YR1975,
2221,CIV,YR1976,
2222,CIV,YR1977,
2223,CIV,YR1978,
2224,CIV,YR1979,
2225,CIV,YR1980,
2226,CIV,YR1981,
2227,CIV,YR1982,
2228,CIV,YR1983,
2229,CIV,YR1984,
2230,CIV,YR1985,
2231,CIV,YR1986,
2232,CIV,YR1987,
2233,CIV,YR1988,
2234,CIV,YR1989,
2235,CIV,YR1990,0.227143353701847
2236,CIV,YR1991,0.225680272617565
2237,CIV,YR1992,0.21592399126552
2238,CIV,YR1993,0.222078740516991
2239,CIV,YR1994,0.224136800537013
2240,CIV,YR1995,0.235326170912214
2241,CIV,YR1996,0.273689472637332
2242,CIV,YR1997,0.324255175246535
2243,CIV,YR1998,0.314629115725529
2244,CIV,YR1999,0.41792758475003
2245,CIV,YR2000,0.386281397194112
2246,CIV,YR2001,0.376580096289645
2247,CIV,YR2002,0.386730368311917
2248,CIV,YR2003,0.292971288913044
2249,CIV,YR2004,0.294749452181012
2250,CIV,YR2005,0.309775086892795
2251,CIV,YR2006,0.293837436901418
2252,CIV,YR2007,0.285492261967837
2253,CIV,YR2008,0.319825943398114
2254,CIV,YR2009,0.291675665867515
2255,CIV,YR2010,0.300690689914348
2256,CIV,YR2011,0.28374179853428
2257,CIV,YR2012,0.365172194338829
2258,CIV,YR2013,0.386857284358351
2259,CIV,YR2014,0.399942510628685
2260,CIV,YR2015,0.415553147784264
2261,CIV,YR2016,0.396202600337942
2262,CIV,YR2017,0.425136558186376
2263,CIV,YR2018,0.399890358464121
2264,CIV,YR2019,0.414528305155615
2265,CIV,YR2020,0.406347356890383
2266,CIV,YR2021,
2267,CIV,YR2022,
2268,CMR,YR1960,
2269,CMR,YR1961,
2270,CMR,YR1962,
2271,CMR,YR1963,
2272,CMR,YR1964,
2273,CMR,YR1965,
2274,CMR,YR1966,
2275,CMR,YR1967,
2276,CMR,YR1968,
2277,CMR,YR1969,
2278,CMR,YR1970,
2279,CMR,YR1971,
2280,CMR,YR1972,
2281,CMR,YR1973,
2282,CMR,YR1974,
2283,CMR,YR1975,
2284,CMR,YR1976,
2285,CMR,YR1977,
2286,CMR,YR1978,
2287,CMR,YR1979,
2288,CMR,YR1980,
2289,CMR,YR1981,
2290,CMR,YR1982,
2291,CMR,YR1983,
2292,CMR,YR1984,
2293,CMR,YR1985,
2294,CMR,YR1986,
2295,CMR,YR1987,
2296,CMR,YR1988,
2297,CMR,YR1989,
2298,CMR,YR1990,0.253706743000318
2299,CMR,YR1991,0.591472763104638
2300,CMR,YR1992,0.564516740755985
2301,CMR,YR1993,0.461840701356547
2302,CMR,YR1994,0.359510437578052
2303,CMR,YR1995,0.354195052289847
2304,CMR,YR1996,0.350297348335848
2305,CMR,YR1997,0.348779633518853
2306,CMR,YR1998,0.352123031878155
2307,CMR,YR1999,0.325764255774876
2308,CMR,YR2000,0.345165659770598
2309,CMR,YR2001,0.332841656945769
2310,CMR,YR2002,0.322564368190012
2311,CMR,YR2003,0.318325561077846
2312,CMR,YR2004,0.304746027031174
2313,CMR,YR2005,0.290376286289728
2314,CMR,YR2006,0.286834797138897
2315,CMR,YR2007,0.335938254203707
2316,CMR,YR2008,0.340494883097112
2317,CMR,YR2009,0.364009537832529
2318,CMR,YR2010,0.352871883318855
2319,CMR,YR2011,0.332610017187744
2320,CMR,YR2012,0.326477590782042
2321,CMR,YR2013,0.347933813621414
2322,CMR,YR2014,0.368742288253346
2323,CMR,YR2015,0.369370823329051
2324,CMR,YR2016,0.378493591541366
2325,CMR,YR2017,0.372071194814649
2326,CMR,YR2018,0.388794447700892
2327,CMR,YR2019,0.370691707164993
2328,CMR,YR2020,0.37478265803136
2329,CMR,YR2021,
2330,CMR,YR2022,
2331,COD,YR1960,
2332,COD,YR1961,
2333,COD,YR1962,
2334,COD,YR1963,
2335,COD,YR1964,
2336,COD,YR1965,
2337,COD,YR1966,
2338,COD,YR1967,
2339,COD,YR1968,
2340,COD,YR1969,
2341,COD,YR1970,
2342,COD,YR1971,
2343,COD,YR1972,
2344,COD,YR1973,
2345,COD,YR1974,
2346,COD,YR1975,
2347,COD,YR1976,
2348,COD,YR1977,
2349,COD,YR1978,
2350,COD,YR1979,
2351,COD,YR1980,
2352,COD,YR1981,
2353,COD,YR1982,
2354,COD,YR1983,
2355,COD,YR1984,
2356,COD,YR1985,
2357,COD,YR1986,
2358,COD,YR1987,
2359,COD,YR1988,
2360,COD,YR1989,
2361,COD,YR1990,0.0883361272169165
2362,COD,YR1991,0.0467242582110645
2363,COD,YR1992,0.0386728665552098
2364,COD,YR1993,0.0479067601489246
2365,COD,YR1994,0.0531949989864373
2366,COD,YR1995,0.0487675043295385
2367,COD,YR1996,0.0514824674493535
2368,COD,YR1997,0.0506438796241095
2369,COD,YR1998,0.0495852275267627
2370,COD,YR1999,0.0444252107226766
2371,COD,YR2000,0.0336292442720414
2372,COD,YR2001,0.0312421561071217
2373,COD,YR2002,0.0319421960455283
2374,COD,YR2003,0.0375636875632675
2375,COD,YR2004,0.0353859075208271
2376,COD,YR2005,0.0390573006692614
2377,COD,YR2006,0.0391013406100515
2378,COD,YR2007,0.0410154869290338
2379,COD,YR2008,0.0410170493286043
2380,COD,YR2009,0.0389418230200258
2381,COD,YR2010,0.0399736368901706
2382,COD,YR2011,0.0439433708048075
2383,COD,YR2012,0.0398223214302063
2384,COD,YR2013,0.0539000662686987
2385,COD,YR2014,0.0675486326218718
2386,COD,YR2015,0.0410822170168305
2387,COD,YR2016,0.029732419887336
2388,COD,YR2017,0.0337552149879134
2389,COD,YR2018,0.0323112350811435
2390,COD,YR2019,0.0337148799163223
2391,COD,YR2020,0.0325847808481787
2392,COD,YR2021,
2393,COD,YR2022,
2394,COG,YR1960,
2395,COG,YR1961,
2396,COG,YR1962,
2397,COG,YR1963,
2398,COG,YR1964,
2399,COG,YR1965,
2400,COG,YR1966,
2401,COG,YR1967,
2402,COG,YR1968,
2403,COG,YR1969,
2404,COG,YR1970,
2405,COG,YR1971,
2406,COG,YR1972,
2407,COG,YR1973,
2408,COG,YR1974,
2409,COG,YR1975,
2410,COG,YR1976,
2411,COG,YR1977,
2412,COG,YR1978,
2413,COG,YR1979,
2414,COG,YR1980,
2415,COG,YR1981,
2416,COG,YR1982,
2417,COG,YR1983,
2418,COG,YR1984,
2419,COG,YR1985,
2420,COG,YR1986,
2421,COG,YR1987,
2422,COG,YR1988,
2423,COG,YR1989,
2424,COG,YR1990,1.34195649850027
2425,COG,YR1991,1.30201514672755
2426,COG,YR1992,1.24086557570574
2427,COG,YR1993,1.03713020899186
2428,COG,YR1994,0.769775440016184
2429,COG,YR1995,0.960799822339496
2430,COG,YR1996,1.12477654756896
2431,COG,YR1997,1.13606294458124
2432,COG,YR1998,1.31953726823748
2433,COG,YR1999,1.31330720509013
2434,COG,YR2000,1.38702756514775
2435,COG,YR2001,1.30404680125171
2436,COG,YR2002,0.827099765306839
2437,COG,YR2003,0.94167204677379
2438,COG,YR2004,0.991952609813345
2439,COG,YR2005,1.17435858201244
2440,COG,YR2006,1.25296493373365
2441,COG,YR2007,1.04913418474551
2442,COG,YR2008,1.06626268277451
2443,COG,YR2009,1.13655123166942
2444,COG,YR2010,1.22205762926656
2445,COG,YR2011,1.17445818434384
2446,COG,YR2012,1.11616022635727
2447,COG,YR2013,1.10015273196348
2448,COG,YR2014,1.04656126835517
2449,COG,YR2015,1.11662104744781
2450,COG,YR2016,1.0599164344115
2451,COG,YR2017,1.01776241731516
2452,COG,YR2018,1.14258944301682
2453,COG,YR2019,1.25766214248646
2454,COG,YR2020,1.25459166977367
2455,COG,YR2021,
2456,COG,YR2022,
2457,COL,YR1960,
2458,COL,YR1961,
2459,COL,YR1962,
2460,COL,YR1963,
2461,COL,YR1964,
2462,COL,YR1965,
2463,COL,YR1966,
2464,COL,YR1967,
2465,COL,YR1968,
2466,COL,YR1969,
2467,COL,YR1970,
2468,COL,YR1971,
2469,COL,YR1972,
2470,COL,YR1973,
2471,COL,YR1974,
2472,COL,YR1975,
2473,COL,YR1976,
2474,COL,YR1977,
2475,COL,YR1978,
2476,COL,YR1979,
2477,COL,YR1980,
2478,COL,YR1981,
2479,COL,YR1982,
2480,COL,YR1983,
2481,COL,YR1984,
2482,COL,YR1985,
2483,COL,YR1986,
2484,COL,YR1987,
2485,COL,YR1988,
2486,COL,YR1989,
2487,COL,YR1990,1.5141806977389
2488,COL,YR1991,1.53575786078575
2489,COL,YR1992,1.56749871438611
2490,COL,YR1993,1.6368722741919
2491,COL,YR1994,1.62951547792505
2492,COL,YR1995,1.66925580776101
2493,COL,YR1996,1.61750308939533
2494,COL,YR1997,1.73863278682212
2495,COL,YR1998,1.71491382104359
2496,COL,YR1999,1.44932103595713
2497,COL,YR2000,1.50440639819294
2498,COL,YR2001,1.49577004295535
2499,COL,YR2002,1.41822635805315
2500,COL,YR2003,1.38137348068341
2501,COL,YR2004,1.35921378531275
2502,COL,YR2005,1.37815501028636
2503,COL,YR2006,1.36051065966753
2504,COL,YR2007,1.3787719381779
2505,COL,YR2008,1.37618781817215
2506,COL,YR2009,1.41424194119423
2507,COL,YR2010,1.43131795380357
2508,COL,YR2011,1.53989837625496
2509,COL,YR2012,1.53384649831834
2510,COL,YR2013,1.68098788159418
2511,COL,YR2014,1.71582096359122
2512,COL,YR2015,1.71939023077553
2513,COL,YR2016,1.75379580314977
2514,COL,YR2017,1.56507517599547
2515,COL,YR2018,1.61039151744768
2516,COL,YR2019,1.57782014077396
2517,COL,YR2020,1.55225942282078
2518,COL,YR2021,
2519,COL,YR2022,
2520,COM,YR1960,
2521,COM,YR1961,
2522,COM,YR1962,
2523,COM,YR1963,
2524,COM,YR1964,
2525,COM,YR1965,
2526,COM,YR1966,
2527,COM,YR1967,
2528,COM,YR1968,
2529,COM,YR1969,
2530,COM,YR1970,
2531,COM,YR1971,
2532,COM,YR1972,
2533,COM,YR1973,
2534,COM,YR1974,
2535,COM,YR1975,
2536,COM,YR1976,
2537,COM,YR1977,
2538,COM,YR1978,
2539,COM,YR1979,
2540,COM,YR1980,
2541,COM,YR1981,
2542,COM,YR1982,
2543,COM,YR1983,
2544,COM,YR1984,
2545,COM,YR1985,
2546,COM,YR1986,
2547,COM,YR1987,
2548,COM,YR1988,
2549,COM,YR1989,
2550,COM,YR1990,0.151930209524516
2551,COM,YR1991,0.155332517856456
2552,COM,YR1992,0.155191063820393
2553,COM,YR1993,0.158206674465486
2554,COM,YR1994,0.158191088075898
2555,COM,YR1995,0.161236977013395
2556,COM,YR1996,0.161039717735409
2557,COM,YR1997,0.166919785439763
2558,COM,YR1998,0.178696369285156
2559,COM,YR1999,0.184065511365903
2560,COM,YR2000,0.195432578554954
2561,COM,YR2001,0.200459706321053
2562,COM,YR2002,0.196226793096108
2563,COM,YR2003,0.245031834844685
2564,COM,YR2004,0.263613431207563
2565,COM,YR2005,0.248024660737696
2566,COM,YR2006,0.284623704639648
2567,COM,YR2007,0.18122901804023
2568,COM,YR2008,0.181263602713394
2569,COM,YR2009,0.218523781582056
2570,COM,YR2010,0.255783325000305
2571,COM,YR2011,0.223856874868484
2572,COM,YR2012,0.233875244137415
2573,COM,YR2013,0.274809727864019
2574,COM,YR2014,0.240550116706688
2575,COM,YR2015,0.254582205813075
2576,COM,YR2016,0.292000343056851
2577,COM,YR2017,0.366303251827578
2578,COM,YR2018,0.389920045136433
2579,COM,YR2019,0.412396679587249
2580,COM,YR2020,0.407112182850678
2581,COM,YR2021,
2582,COM,YR2022,
2583,CPV,YR1960,
2584,CPV,YR1961,
2585,CPV,YR1962,
2586,CPV,YR1963,
2587,CPV,YR1964,
2588,CPV,YR1965,
2589,CPV,YR1966,
2590,CPV,YR1967,
2591,CPV,YR1968,
2592,CPV,YR1969,
2593,CPV,YR1970,
2594,CPV,YR1971,
2595,CPV,YR1972,
2596,CPV,YR1973,
2597,CPV,YR1974,
2598,CPV,YR1975,
2599,CPV,YR1976,
2600,CPV,YR1977,
2601,CPV,YR1978,
2602,CPV,YR1979,
2603,CPV,YR1980,
2604,CPV,YR1981,
2605,CPV,YR1982,
2606,CPV,YR1983,
2607,CPV,YR1984,
2608,CPV,YR1985,
2609,CPV,YR1986,
2610,CPV,YR1987,
2611,CPV,YR1988,
2612,CPV,YR1989,
2613,CPV,YR1990,0.504165260873978
2614,CPV,YR1991,0.455568642496666
2615,CPV,YR1992,0.478862250521669
2616,CPV,YR1993,0.441864561236914
2617,CPV,YR1994,0.437938031395103
2618,CPV,YR1995,0.490298554628059
2619,CPV,YR1996,0.528257249879456
2620,CPV,YR1997,0.53430364050955
2621,CPV,YR1998,0.563589526911911
2622,CPV,YR1999,0.657433828484499
2623,CPV,YR2000,0.667319874915712
2624,CPV,YR2001,0.769382648221514
2625,CPV,YR2002,0.828348100610484
2626,CPV,YR2003,0.872963138084814
2627,CPV,YR2004,0.854941500216818
2628,CPV,YR2005,0.916142987295745
2629,CPV,YR2006,1.03972065650532
2630,CPV,YR2007,0.911372943714796
2631,CPV,YR2008,0.932130988211688
2632,CPV,YR2009,0.990229579666355
2633,CPV,YR2010,1.03738977613716
2634,CPV,YR2011,1.07445959497347
2635,CPV,YR2012,0.984520402199811
2636,CPV,YR2013,0.929732933288884
2637,CPV,YR2014,0.909030977373113
2638,CPV,YR2015,0.905343682877975
2639,CPV,YR2016,0.972252567183745
2640,CPV,YR2017,1.0349515181767
2641,CPV,YR2018,1.04113781114212
2642,CPV,YR2019,1.06961509800184
2643,CPV,YR2020,1.06515172319099
2644,CPV,YR2021,
2645,CPV,YR2022,
2646,CRI,YR1960,
2647,CRI,YR1961,
2648,CRI,YR1962,
2649,CRI,YR1963,
2650,CRI,YR1964,
2651,CRI,YR1965,
2652,CRI,YR1966,
2653,CRI,YR1967,
2654,CRI,YR1968,
2655,CRI,YR1969,
2656,CRI,YR1970,
2657,CRI,YR1971,
2658,CRI,YR1972,
2659,CRI,YR1973,
2660,CRI,YR1974,
2661,CRI,YR1975,
2662,CRI,YR1976,
2663,CRI,YR1977,
2664,CRI,YR1978,
2665,CRI,YR1979,
2666,CRI,YR1980,
2667,CRI,YR1981,
2668,CRI,YR1982,
2669,CRI,YR1983,
2670,CRI,YR1984,
2671,CRI,YR1985,
2672,CRI,YR1986,
2673,CRI,YR1987,
2674,CRI,YR1988,
2675,CRI,YR1989,
2676,CRI,YR1990,0.909110194781735
2677,CRI,YR1991,0.945109208023426
2678,CRI,YR1992,1.24881883743199
2679,CRI,YR1993,1.22773664668647
2680,CRI,YR1994,1.39016586265087
2681,CRI,YR1995,1.34620594840654
2682,CRI,YR1996,1.23813191387641
2683,CRI,YR1997,1.20176358853416
2684,CRI,YR1998,1.31241755357497
2685,CRI,YR1999,1.29029612219109
2686,CRI,YR2000,1.24316664208044
2687,CRI,YR2001,1.33787391857638
2688,CRI,YR2002,1.33972958478134
2689,CRI,YR2003,1.38444495906757
2690,CRI,YR2004,1.39757336343115
2691,CRI,YR2005,1.45367568706039
2692,CRI,YR2006,1.49765701301822
2693,CRI,YR2007,1.71226744750417
2694,CRI,YR2008,1.66935403797623
2695,CRI,YR2009,1.5775366322261
2696,CRI,YR2010,1.53723769279563
2697,CRI,YR2011,1.5878028840627
2698,CRI,YR2012,1.57216378945795
2699,CRI,YR2013,1.62342547847402
2700,CRI,YR2014,1.61681138693653
2701,CRI,YR2015,1.53984215693524
2702,CRI,YR2016,1.61952841186564
2703,CRI,YR2017,1.63671577915361
2704,CRI,YR2018,1.62012119663525
2705,CRI,YR2019,1.56482445188662
2706,CRI,YR2020,1.35999554957394
2707,CRI,YR2021,
2708,CRI,YR2022,
2709,CSS,YR1960,
2710,CSS,YR1961,
2711,CSS,YR1962,
2712,CSS,YR1963,
2713,CSS,YR1964,
2714,CSS,YR1965,
