,economy,time,EG.ELC.ACCS.ZS
2679,CRI,YR1993,
2680,CRI,YR1994,
2681,CRI,YR1995,
2682,CRI,YR1996,
2683,CRI,YR1997,
2684,CRI,YR1998,
2685,CRI,YR1999,
2686,CRI,YR2000,96.94
2687,CRI,YR2001,98.24978
2688,CRI,YR2002,98.509188
2689,CRI,YR2003,98.695902
2690,CRI,YR2004,98.954779
2691,CRI,YR2005,99.053051
2692,CRI,YR2006,99.147523
2693,CRI,YR2007,99.217998
2694,CRI,YR2008,99.263937
2695,CRI,YR2009,99.409804
2696,CRI,YR2010,98.995734
2697,CRI,YR2011,99.232348
2698,CRI,YR2012,99.503298
2699,CRI,YR2013,99.563517
2700,CRI,YR2014,99.359291
2701,CRI,YR2015,99.409804
2702,CRI,YR2016,99.5
2703,CRI,YR2017,99.6
2704,CRI,YR2018,99.7
2705,CRI,YR2019,99.71
2706,CRI,YR2020,99.9
2707,CRI,YR2021,100.0
2708,CRI,YR2022,
2709,CSS,YR1960,
2710,CSS,YR1961,
2711,CSS,YR1962,
2712,CSS,YR1963,
2713,CSS,YR1964,
2714,CSS,YR1965,
2715,CSS,YR1966,
2716,CSS,YR1967,
2717,CSS,YR1968,
2718,CSS,YR1969,
2719,CSS,YR1970,
2720,CSS,YR1971,
2721,CSS,YR1972,
2722,CSS,YR1973,
2723,CSS,YR1974,
2724,CSS,YR1975,
2725,CSS,YR1976,
2726,CSS,YR1977,
2727,CSS,YR1978,
2728,CSS,YR1979,
2729,CSS,YR1980,
2730,CSS,YR1981,
2731,CSS,YR1982,
2732,CSS,YR1983,
2733,CSS,YR1984,
2734,CSS,YR1985,
2735,CSS,YR1986,
2736,CSS,YR1987,
2737,CSS,YR1988,
2738,CSS,YR1989,
2739,CSS,YR1990,
2740,CSS,YR1991,
2741,CSS,YR1992,
2742,CSS,YR1993,80.3820750962788
2743,CSS,YR1994,80.6594512322651
2744,CSS,YR1995,81.3447257382085
2745,CSS,YR1996,84.664403839061
2746,CSS,YR1997,82.7022362848911
2747,CSS,YR1998,83.2863939528769
2748,CSS,YR1999,85.953181319113
2749,CSS,YR2000,86.8589245555086
2750,CSS,YR2001,89.4166967258212
2751,CSS,YR2002,89.1934487204059
2752,CSS,YR2003,89.2525997126616
2753,CSS,YR2004,89.7203683910429
2754,CSS,YR2005,89.7372706608004
2755,CSS,YR2006,90.7674059315531
2756,CSS,YR2007,91.7408447128724
2757,CSS,YR2008,92.9576683906018
2758,CSS,YR2009,92.2598647788775
2759,CSS,YR2010,93.4944367867573
2760,CSS,YR2011,92.9933825967119
2761,CSS,YR2012,94.4845196513344
2762,CSS,YR2013,94.983577946301
2763,CSS,YR2014,94.9165802698154
2764,CSS,YR2015,95.7568979910244
2765,CSS,YR2016,96.6941860693872
2766,CSS,YR2017,97.2281861510756
2767,CSS,YR2018,97.5543062321296
2768,CSS,YR2019,98.0299509210501
2769,CSS,YR2020,98.6553033226795
2770,CSS,YR2021,98.9122503727586
2771,CSS,YR2022,
2772,CUB,YR1960,
2773,CUB,YR1961,
2774,CUB,YR1962,
2775,CUB,YR1963,
2776,CUB,YR1964,
2777,CUB,YR1965,
2778,CUB,YR1966,
2779,CUB,YR1967,
2780,CUB,YR1968,
2781,CUB,YR1969,
2782,CUB,YR1970,
2783,CUB,YR1971,
2784,CUB,YR1972,
2785,CUB,YR1973,
2786,CUB,YR1974,
2787,CUB,YR1975,
2788,CUB,YR1976,
2789,CUB,YR1977,
2790,CUB,YR1978,
2791,CUB,YR1979,
2792,CUB,YR1980,
2793,CUB,YR1981,
2794,CUB,YR1982,
2795,CUB,YR1983,
2796,CUB,YR1984,
2797,CUB,YR1985,
2798,CUB,YR1986,
2799,CUB,YR1987,
2800,CUB,YR1988,
2801,CUB,YR1989,
2802,CUB,YR1990,
2803,CUB,YR1991,
2804,CUB,YR1992,
2805,CUB,YR1993,
2806,CUB,YR1994,
2807,CUB,YR1995,
2808,CUB,YR1996,
2809,CUB,YR1997,
2810,CUB,YR1998,
2811,CUB,YR1999,
2812,CUB,YR2000,97.0
2813,CUB,YR2001,96.2102508544922
2814,CUB,YR2002,95.5
2815,CUB,YR2003,96.4769973754883
2816,CUB,YR2004,96.6150665283203
2817,CUB,YR2005,96.7656097412109
2818,CUB,YR2006,96.9354095458984
2819,CUB,YR2007,97.1260452270508
2820,CUB,YR2008,97.3339080810547
2821,CUB,YR2009,97.5551528930664
2822,CUB,YR2010,97.7859573364258
2823,CUB,YR2011,98.0224609375
2824,CUB,YR2012,98.2608337402344
2825,CUB,YR2013,98.4972381591797
2826,CUB,YR2014,98.7286148071289
2827,CUB,YR2015,98.9550094604492
2828,CUB,YR2016,99.1772613525391
2829,CUB,YR2017,99.3961868286133
2830,CUB,YR2018,99.6126251220703
2831,CUB,YR2019,99.8
2832,CUB,YR2020,99.9326400756836
2833,CUB,YR2021,100.0
2834,CUB,YR2022,
2835,CYP,YR1960,
2836,CYP,YR1961,
2837,CYP,YR1962,
2838,CYP,YR1963,
2839,CYP,YR1964,
2840,CYP,YR1965,
2841,CYP,YR1966,
2842,CYP,YR1967,
2843,CYP,YR1968,
2844,CYP,YR1969,
2845,CYP,YR1970,
2846,CYP,YR1971,
2847,CYP,YR1972,
2848,CYP,YR1973,
2849,CYP,YR1974,
2850,CYP,YR1975,
2851,CYP,YR1976,
2852,CYP,YR1977,
2853,CYP,YR1978,
2854,CYP,YR1979,
2855,CYP,YR1980,
2856,CYP,YR1981,
2857,CYP,YR1982,
2858,CYP,YR1983,
2859,CYP,YR1984,
2860,CYP,YR1985,
2861,CYP,YR1986,
2862,CYP,YR1987,
2863,CYP,YR1988,
2864,CYP,YR1989,
2865,CYP,YR1990,100.0
2866,CYP,YR1991,100.0
2867,CYP,YR1992,100.0
2868,CYP,YR1993,100.0
2869,CYP,YR1994,100.0
2870,CYP,YR1995,100.0
2871,CYP,YR1996,100.0
2872,CYP,YR1997,100.0
2873,CYP,YR1998,100.0
2874,CYP,YR1999,100.0
2875,CYP,YR2000,100.0
2876,CYP,YR2001,100.0
2877,CYP,YR2002,100.0
2878,CYP,YR2003,100.0
2879,CYP,YR2004,100.0
2880,CYP,YR2005,100.0
2881,CYP,YR2006,100.0
2882,CYP,YR2007,100.0
2883,CYP,YR2008,100.0
2884,CYP,YR2009,100.0
2885,CYP,YR2010,100.0
2886,CYP,YR2011,100.0
2887,CYP,YR2012,100.0
2888,CYP,YR2013,100.0
2889,CYP,YR2014,100.0
2890,CYP,YR2015,100.0
2891,CYP,YR2016,100.0
2892,CYP,YR2017,100.0
2893,CYP,YR2018,100.0
2894,CYP,YR2019,100.0
2895,CYP,YR2020,100.0
2896,CYP,YR2021,100.0
2897,CYP,YR2022,
2898,CZE,YR1960,
2899,CZE,YR1961,
2900,CZE,YR1962,
2901,CZE,YR1963,
2902,CZE,YR1964,
2903,CZE,YR1965,
2904,CZE,YR1966,
2905,CZE,YR1967,
2906,CZE,YR1968,
2907,CZE,YR1969,
2908,CZE,YR1970,
2909,CZE,YR1971,
2910,CZE,YR1972,
2911,CZE,YR1973,
2912,CZE,YR1974,
2913,CZE,YR1975,
2914,CZE,YR1976,
2915,CZE,YR1977,
2916,CZE,YR1978,
2917,CZE,YR1979,
2918,CZE,YR1980,
2919,CZE,YR1981,
2920,CZE,YR1982,
2921,CZE,YR1983,
2922,CZE,YR1984,
2923,CZE,YR1985,
2924,CZE,YR1986,
2925,CZE,YR1987,
2926,CZE,YR1988,
2927,CZE,YR1989,
2928,CZE,YR1990,100.0
2929,CZE,YR1991,100.0
2930,CZE,YR1992,100.0
2931,CZE,YR1993,100.0
2932,CZE,YR1994,100.0
2933,CZE,YR1995,100.0
2934,CZE,YR1996,100.0
2935,CZE,YR1997,100.0
2936,CZE,YR1998,100.0
2937,CZE,YR1999,100.0
2938,CZE,YR2000,100.0
2939,CZE,YR2001,100.0
2940,CZE,YR2002,100.0
2941,CZE,YR2003,99.9970855712891
2942,CZE,YR2004,99.9829254150391
2943,CZE,YR2005,99.9542770385742
2944,CZE,YR2006,100.0
2945,CZE,YR2007,100.0
2946,CZE,YR2008,100.0
2947,CZE,YR2009,100.0
2948,CZE,YR2010,100.0
2949,CZE,YR2011,100.0
2950,CZE,YR2012,100.0
2951,CZE,YR2013,100.0
2952,CZE,YR2014,100.0
2953,CZE,YR2015,100.0
2954,CZE,YR2016,100.0
2955,CZE,YR2017,100.0
2956,CZE,YR2018,100.0
2957,CZE,YR2019,100.0
2958,CZE,YR2020,100.0
2959,CZE,YR2021,100.0
2960,CZE,YR2022,
2961,DEU,YR1960,
2962,DEU,YR1961,
2963,DEU,YR1962,
2964,DEU,YR1963,
2965,DEU,YR1964,
2966,DEU,YR1965,
2967,DEU,YR1966,
2968,DEU,YR1967,
2969,DEU,YR1968,
2970,DEU,YR1969,
2971,DEU,YR1970,
2972,DEU,YR1971,
2973,DEU,YR1972,
2974,DEU,YR1973,
2975,DEU,YR1974,
2976,DEU,YR1975,
2977,DEU,YR1976,
2978,DEU,YR1977,
2979,DEU,YR1978,
2980,DEU,YR1979,
2981,DEU,YR1980,
2982,DEU,YR1981,
2983,DEU,YR1982,
2984,DEU,YR1983,
2985,DEU,YR1984,
2986,DEU,YR1985,
2987,DEU,YR1986,
2988,DEU,YR1987,
2989,DEU,YR1988,
2990,DEU,YR1989,
2991,DEU,YR1990,100.0
2992,DEU,YR1991,100.0
2993,DEU,YR1992,100.0
2994,DEU,YR1993,100.0
2995,DEU,YR1994,100.0
2996,DEU,YR1995,100.0
2997,DEU,YR1996,100.0
2998,DEU,YR1997,100.0
2999,DEU,YR1998,100.0
3000,DEU,YR1999,100.0
3001,DEU,YR2000,100.0
3002,DEU,YR2001,100.0
3003,DEU,YR2002,100.0
3004,DEU,YR2003,100.0
3005,DEU,YR2004,100.0
3006,DEU,YR2005,100.0
3007,DEU,YR2006,100.0
3008,DEU,YR2007,100.0
3009,DEU,YR2008,100.0
3010,DEU,YR2009,100.0
3011,DEU,YR2010,100.0
3012,DEU,YR2011,100.0
3013,DEU,YR2012,100.0
3014,DEU,YR2013,100.0
3015,DEU,YR2014,100.0
3016,DEU,YR2015,100.0
3017,DEU,YR2016,100.0
3018,DEU,YR2017,100.0
3019,DEU,YR2018,100.0
3020,DEU,YR2019,100.0
3021,DEU,YR2020,100.0
3022,DEU,YR2021,100.0
3023,DEU,YR2022,
3024,DJI,YR1960,
3025,DJI,YR1961,
3026,DJI,YR1962,
3027,DJI,YR1963,
3028,DJI,YR1964,
3029,DJI,YR1965,
3030,DJI,YR1966,
3031,DJI,YR1967,
3032,DJI,YR1968,
3033,DJI,YR1969,
3034,DJI,YR1970,
3035,DJI,YR1971,
3036,DJI,YR1972,
3037,DJI,YR1973,
3038,DJI,YR1974,
3039,DJI,YR1975,
3040,DJI,YR1976,
3041,DJI,YR1977,
3042,DJI,YR1978,
3043,DJI,YR1979,
3044,DJI,YR1980,
3045,DJI,YR1981,
3046,DJI,YR1982,
3047,DJI,YR1983,
3048,DJI,YR1984,
3049,DJI,YR1985,
3050,DJI,YR1986,
3051,DJI,YR1987,
3052,DJI,YR1988,
3053,DJI,YR1989,
3054,DJI,YR1990,
3055,DJI,YR1991,
3056,DJI,YR1992,
3057,DJI,YR1993,
3058,DJI,YR1994,
3059,DJI,YR1995,
3060,DJI,YR1996,62.0
3061,DJI,YR1997,56.2944946289063
3062,DJI,YR1998,56.3222541809082
3063,DJI,YR1999,56.3451690673828
3064,DJI,YR2000,55.9571800231934
3065,DJI,YR2001,56.1191177368164
3066,DJI,YR2002,49.7
3067,DJI,YR2003,56.4243621826172
3068,DJI,YR2004,56.5816841125488
3069,DJI,YR2005,56.7514762878418
3070,DJI,YR2006,55.5
3071,DJI,YR2007,57.1504096984863
3072,DJI,YR2008,57.3775215148926
3073,DJI,YR2009,57.6180229187012
3074,DJI,YR2010,57.8680686950684
3075,DJI,YR2011,58.1238250732422
3076,DJI,YR2012,54.6
3077,DJI,YR2013,58.6371040344238
3078,DJI,YR2014,58.8877296447754
3079,DJI,YR2015,59.1333770751953
3080,DJI,YR2016,59.8381195068359
3081,DJI,YR2017,60.2
3082,DJI,YR2018,62.408332824707
3083,DJI,YR2019,64.7
3084,DJI,YR2020,64.5011520385742
3085,DJI,YR2021,65.4412536621094
3086,DJI,YR2022,
3087,DMA,YR1960,
3088,DMA,YR1961,
3089,DMA,YR1962,
3090,DMA,YR1963,
3091,DMA,YR1964,
3092,DMA,YR1965,
3093,DMA,YR1966,
3094,DMA,YR1967,
3095,DMA,YR1968,
3096,DMA,YR1969,
3097,DMA,YR1970,
3098,DMA,YR1971,
3099,DMA,YR1972,
3100,DMA,YR1973,
3101,DMA,YR1974,
3102,DMA,YR1975,
3103,DMA,YR1976,
3104,DMA,YR1977,
3105,DMA,YR1978,
3106,DMA,YR1979,
3107,DMA,YR1980,
3108,DMA,YR1981,
3109,DMA,YR1982,
3110,DMA,YR1983,
3111,DMA,YR1984,
3112,DMA,YR1985,
3113,DMA,YR1986,
3114,DMA,YR1987,
3115,DMA,YR1988,
3116,DMA,YR1989,
3117,DMA,YR1990,
3118,DMA,YR1991,
3119,DMA,YR1992,
3120,DMA,YR1993,
3121,DMA,YR1994,
3122,DMA,YR1995,
3123,DMA,YR1996,
3124,DMA,YR1997,
3125,DMA,YR1998,75.0
3126,DMA,YR1999,79.6219177246094
3127,DMA,YR2000,81.0543365478516
3128,DMA,YR2001,82.0501403808594
3129,DMA,YR2002,87.7
3130,DMA,YR2003,84.0231094360352
3131,DMA,YR2004,85.0142974853516
3132,DMA,YR2005,86.017951965332
3133,DMA,YR2006,87.0408630371094
3134,DMA,YR2007,88.0846176147461
3135,DMA,YR2008,90.9
3136,DMA,YR2009,90.2199554443359
3137,DMA,YR2010,91.3038711547852
3138,DMA,YR2011,90.1
3139,DMA,YR2012,93.484977722168
3140,DMA,YR2013,94.5744934082031
3141,DMA,YR2014,95.6589813232422
3142,DMA,YR2015,96.7384948730469
3143,DMA,YR2016,97.8138580322266
3144,DMA,YR2017,98.8858947753906
3145,DMA,YR2018,99.5681304931641
3146,DMA,YR2019,99.9192276000977
3147,DMA,YR2020,99.9972152709961
3148,DMA,YR2021,100.0
3149,DMA,YR2022,
3150,DNK,YR1960,
3151,DNK,YR1961,
3152,DNK,YR1962,
3153,DNK,YR1963,
3154,DNK,YR1964,
3155,DNK,YR1965,
3156,DNK,YR1966,
3157,DNK,YR1967,
3158,DNK,YR1968,
3159,DNK,YR1969,
3160,DNK,YR1970,
3161,DNK,YR1971,
3162,DNK,YR1972,
3163,DNK,YR1973,
3164,DNK,YR1974,
3165,DNK,YR1975,
3166,DNK,YR1976,
3167,DNK,YR1977,
3168,DNK,YR1978,
3169,DNK,YR1979,
3170,DNK,YR1980,
3171,DNK,YR1981,
3172,DNK,YR1982,
3173,DNK,YR1983,
3174,DNK,YR1984,
3175,DNK,YR1985,
3176,DNK,YR1986,
3177,DNK,YR1987,
3178,DNK,YR1988,
3179,DNK,YR1989,
3180,DNK,YR1990,100.0
3181,DNK,YR1991,100.0
3182,DNK,YR1992,100.0
3183,DNK,YR1993,100.0
3184,DNK,YR1994,100.0
3185,DNK,YR1995,100.0
3186,DNK,YR1996,100.0
3187,DNK,YR1997,100.0
3188,DNK,YR1998,100.0
3189,DNK,YR1999,100.0
3190,DNK,YR2000,100.0
3191,DNK,YR2001,100.0
3192,DNK,YR2002,100.0
3193,DNK,YR2003,100.0
3194,DNK,YR2004,100.0
3195,DNK,YR2005,100.0
3196,DNK,YR2006,100.0
3197,DNK,YR2007,100.0
3198,DNK,YR2008,100.0
3199,DNK,YR2009,100.0
3200,DNK,YR2010,100.0
3201,DNK,YR2011,100.0
3202,DNK,YR2012,100.0
3203,DNK,YR2013,100.0
3204,DNK,YR2014,100.0
3205,DNK,YR2015,100.0
3206,DNK,YR2016,100.0
3207,DNK,YR2017,100.0
3208,DNK,YR2018,100.0
3209,DNK,YR2019,100.0
3210,DNK,YR2020,100.0
3211,DNK,YR2021,100.0
3212,DNK,YR2022,
3213,DOM,YR1960,
3214,DOM,YR1961,
3215,DOM,YR1962,
3216,DOM,YR1963,
3217,DOM,YR1964,
3218,DOM,YR1965,
3219,DOM,YR1966,
3220,DOM,YR1967,
3221,DOM,YR1968,
3222,DOM,YR1969,
3223,DOM,YR1970,
3224,DOM,YR1971,
3225,DOM,YR1972,
3226,DOM,YR1973,
3227,DOM,YR1974,
3228,DOM,YR1975,
3229,DOM,YR1976,
3230,DOM,YR1977,
3231,DOM,YR1978,
3232,DOM,YR1979,
3233,DOM,YR1980,
3234,DOM,YR1981,
3235,DOM,YR1982,
3236,DOM,YR1983,
3237,DOM,YR1984,
3238,DOM,YR1985,
3239,DOM,YR1986,
3240,DOM,YR1987,
3241,DOM,YR1988,
3242,DOM,YR1989,
3243,DOM,YR1990,
3244,DOM,YR1991,78.2
3245,DOM,YR1992,82.4854049682617
3246,DOM,YR1993,83.2554931640625
3247,DOM,YR1994,84.0242233276367
3248,DOM,YR1995,84.7909088134766
3249,DOM,YR1996,85.5548782348633
3250,DOM,YR1997,86.3154449462891
3251,DOM,YR1998,87.0719375610352
3252,DOM,YR1999,91.0
3253,DOM,YR2000,88.764932
3254,DOM,YR2001,89.791362
3255,DOM,YR2002,89.749814
3256,DOM,YR2003,89.173808
3257,DOM,YR2004,90.316567
3258,DOM,YR2005,90.141224
3259,DOM,YR2006,90.118148
3260,DOM,YR2007,96.876342
3261,DOM,YR2008,97.576197
3262,DOM,YR2009,97.85776
3263,DOM,YR2010,98.145414
3264,DOM,YR2011,97.898872
3265,DOM,YR2012,97.86705
3266,DOM,YR2013,98.385853
3267,DOM,YR2014,98.470979
3268,DOM,YR2015,98.560364
3269,DOM,YR2016,98.9
3270,DOM,YR2017,100.0
3271,DOM,YR2018,98.9
3272,DOM,YR2019,99.0
3273,DOM,YR2020,100.0
3274,DOM,YR2021,98.1
3275,DOM,YR2022,
3276,DZA,YR1960,
3277,DZA,YR1961,
3278,DZA,YR1962,
3279,DZA,YR1963,
3280,DZA,YR1964,
3281,DZA,YR1965,
3282,DZA,YR1966,
3283,DZA,YR1967,
3284,DZA,YR1968,
3285,DZA,YR1969,
3286,DZA,YR1970,
3287,DZA,YR1971,
3288,DZA,YR1972,
3289,DZA,YR1973,
3290,DZA,YR1974,
3291,DZA,YR1975,
3292,DZA,YR1976,
3293,DZA,YR1977,
3294,DZA,YR1978,
3295,DZA,YR1979,
3296,DZA,YR1980,
3297,DZA,YR1981,
3298,DZA,YR1982,
3299,DZA,YR1983,
3300,DZA,YR1984,
3301,DZA,YR1985,
3302,DZA,YR1986,
3303,DZA,YR1987,
3304,DZA,YR1988,
3305,DZA,YR1989,
3306,DZA,YR1990,
3307,DZA,YR1991,
3308,DZA,YR1992,
3309,DZA,YR1993,
3310,DZA,YR1994,
3311,DZA,YR1995,
3312,DZA,YR1996,
3313,DZA,YR1997,
3314,DZA,YR1998,
3315,DZA,YR1999,
3316,DZA,YR2000,98.6400299072266
3317,DZA,YR2001,98.6379699707031
3318,DZA,YR2002,98.6273574829102
3319,DZA,YR2003,98.6152114868164
3320,DZA,YR2004,98.608528137207
3321,DZA,YR2005,98.6143188476563
3322,DZA,YR2006,98.7
3323,DZA,YR2007,98.6852493286133
3324,DZA,YR2008,99.3
3325,DZA,YR2009,98.8248596191406
3326,DZA,YR2010,98.9109039306641
3327,DZA,YR2011,99.0026550292969
3328,DZA,YR2012,98.7646604654583
3329,DZA,YR2013,99.1879272460938
3330,DZA,YR2014,99.2745513916016
3331,DZA,YR2015,99.3561935424805
3332,DZA,YR2016,99.4336929321289
3333,DZA,YR2017,99.5300216674805
3334,DZA,YR2018,99.6377410888672
3335,DZA,YR2019,99.5
3336,DZA,YR2020,99.7187728881836
3337,DZA,YR2021,99.7878265380859
3338,DZA,YR2022,
3339,EAP,YR1960,
3340,EAP,YR1961,
3341,EAP,YR1962,
3342,EAP,YR1963,
3343,EAP,YR1964,
3344,EAP,YR1965,
3345,EAP,YR1966,
3346,EAP,YR1967,
3347,EAP,YR1968,
3348,EAP,YR1969,
3349,EAP,YR1970,
3350,EAP,YR1971,
3351,EAP,YR1972,
3352,EAP,YR1973,
3353,EAP,YR1974,
3354,EAP,YR1975,
3355,EAP,YR1976,
3356,EAP,YR1977,
3357,EAP,YR1978,
3358,EAP,YR1979,
3359,EAP,YR1980,
3360,EAP,YR1981,
3361,EAP,YR1982,
3362,EAP,YR1983,
3363,EAP,YR1984,
3364,EAP,YR1985,
3365,EAP,YR1986,
3366,EAP,YR1987,
3367,EAP,YR1988,
3368,EAP,YR1989,
3369,EAP,YR1990,
3370,EAP,YR1991,
3371,EAP,YR1992,
3372,EAP,YR1993,
3373,EAP,YR1994,
3374,EAP,YR1995,
3375,EAP,YR1996,
3376,EAP,YR1997,
3377,EAP,YR1998,
3378,EAP,YR1999,
3379,EAP,YR2000,91.1905792961435
3380,EAP,YR2001,91.6899359056909
3381,EAP,YR2002,92.1907224781466
3382,EAP,YR2003,92.4365909665382
3383,EAP,YR2004,93.2638111811886
3384,EAP,YR2005,92.8920685617708
3385,EAP,YR2006,94.0589258006263
3386,EAP,YR2007,94.0513909827116
3387,EAP,YR2008,94.6814104197263
3388,EAP,YR2009,94.4434259392852
3389,EAP,YR2010,95.0658188250936
3390,EAP,YR2011,95.5959693035708
3391,EAP,YR2012,95.8432181966404
3392,EAP,YR2013,96.1018159570886
3393,EAP,YR2014,96.2873070227039
3394,EAP,YR2015,96.6363793095708
3395,EAP,YR2016,96.7248980371671
3396,EAP,YR2017,97.4566824635185
3397,EAP,YR2018,97.4175047912577
3398,EAP,YR2019,97.6460019069744
3399,EAP,YR2020,97.5624798493641
3400,EAP,YR2021,97.9622148306278
3401,EAP,YR2022,
3402,EAR,YR1960,
3403,EAR,YR1961,
3404,EAR,YR1962,
3405,EAR,YR1963,
3406,EAR,YR1964,
3407,EAR,YR1965,
3408,EAR,YR1966,
3409,EAR,YR1967,
3410,EAR,YR1968,
3411,EAR,YR1969,
3412,EAR,YR1970,
3413,EAR,YR1971,
3414,EAR,YR1972,
3415,EAR,YR1973,
3416,EAR,YR1974,
3417,EAR,YR1975,
3418,EAR,YR1976,
3419,EAR,YR1977,
3420,EAR,YR1978,
3421,EAR,YR1979,
3422,EAR,YR1980,
3423,EAR,YR1981,
3424,EAR,YR1982,
3425,EAR,YR1983,
3426,EAR,YR1984,
3427,EAR,YR1985,
3428,EAR,YR1986,
3429,EAR,YR1987,
3430,EAR,YR1988,
3431,EAR,YR1989,
3432,EAR,YR1990,
3433,EAR,YR1991,
3434,EAR,YR1992,
3435,EAR,YR1993,55.7968254928848
3436,EAR,YR1994,56.5312654291763
3437,EAR,YR1995,58.2868020536671
3438,EAR,YR1996,60.0074118440456
3439,EAR,YR1997,61.9735359111599
3440,EAR,YR1998,63.5191410685105
3441,EAR,YR1999,66.2102288078676
3442,EAR,YR2000,67.5666111012237
3443,EAR,YR2001,68.3218129435067
3444,EAR,YR2002,69.2091729907633
3445,EAR,YR2003,70.9339534985502
3446,EAR,YR2004,71.1475227253616
3447,EAR,YR2005,72.8024087948586
3448,EAR,YR2006,73.8264769149188
3449,EAR,YR2007,75.7117559296175
3450,EAR,YR2008,77.4433813559462
3451,EAR,YR2009,78.3192141204395
3452,EAR,YR2010,79.4266430713711
3453,EAR,YR2011,81.2029663873515
3454,EAR,YR2012,82.0881094668286
3455,EAR,YR2013,83.8314407610126
3456,EAR,YR2014,84.7932748695235
3457,EAR,YR2015,86.8524783152246
3458,EAR,YR2016,88.3655651143513
3459,EAR,YR2017,90.5257560808669
3460,EAR,YR2018,92.0376642642746
3461,EAR,YR2019,92.8257182556981
3462,EAR,YR2020,93.4898308886663
3463,EAR,YR2021,95.2736982586256
3464,EAR,YR2022,
3465,EAS,YR1960,
3466,EAS,YR1961,
3467,EAS,YR1962,
3468,EAS,YR1963,
3469,EAS,YR1964,
3470,EAS,YR1965,
3471,EAS,YR1966,
3472,EAS,YR1967,
3473,EAS,YR1968,
3474,EAS,YR1969,
3475,EAS,YR1970,
3476,EAS,YR1971,
3477,EAS,YR1972,
3478,EAS,YR1973,
3479,EAS,YR1974,
3480,EAS,YR1975,
3481,EAS,YR1976,
3482,EAS,YR1977,
3483,EAS,YR1978,
3484,EAS,YR1979,
3485,EAS,YR1980,
3486,EAS,YR1981,
3487,EAS,YR1982,
3488,EAS,YR1983,
3489,EAS,YR1984,
3490,EAS,YR1985,
3491,EAS,YR1986,
3492,EAS,YR1987,
3493,EAS,YR1988,
3494,EAS,YR1989,
3495,EAS,YR1990,
3496,EAS,YR1991,
3497,EAS,YR1992,
3498,EAS,YR1993,
3499,EAS,YR1994,
3500,EAS,YR1995,
3501,EAS,YR1996,
3502,EAS,YR1997,
3503,EAS,YR1998,
3504,EAS,YR1999,
3505,EAS,YR2000,92.109596404675
3506,EAS,YR2001,92.5537081993713
3507,EAS,YR2002,92.9992333552636
3508,EAS,YR2003,93.2162493813007
3509,EAS,YR2004,93.9549637025379
3510,EAS,YR2005,93.6177966969392
3511,EAS,YR2006,94.663432851488
3512,EAS,YR2007,94.6552615987045
3513,EAS,YR2008,95.2203891101108
3514,EAS,YR2009,94.9985635055758
3515,EAS,YR2010,95.5572536071269
3516,EAS,YR2011,96.0327964988748
3517,EAS,YR2012,96.2535599723885
3518,EAS,YR2013,96.4847008168828
3519,EAS,YR2014,96.6504140998011
3520,EAS,YR2015,96.964052387219
3521,EAS,YR2016,97.0427749040886
3522,EAS,YR2017,97.7024661395918
3523,EAS,YR2018,97.6662385013858
3524,EAS,YR2019,97.8721126174116
3525,EAS,YR2020,97.7957073157348
3526,EAS,YR2021,98.1558881610248
3527,EAS,YR2022,
3528,ECA,YR1960,
3529,ECA,YR1961,
3530,ECA,YR1962,
3531,ECA,YR1963,
3532,ECA,YR1964,
3533,ECA,YR1965,
3534,ECA,YR1966,
3535,ECA,YR1967,
3536,ECA,YR1968,
3537,ECA,YR1969,
3538,ECA,YR1970,
3539,ECA,YR1971,
3540,ECA,YR1972,
3541,ECA,YR1973,
3542,ECA,YR1974,
3543,ECA,YR1975,
3544,ECA,YR1976,
3545,ECA,YR1977,
3546,ECA,YR1978,
3547,ECA,YR1979,
3548,ECA,YR1980,
3549,ECA,YR1981,
3550,ECA,YR1982,
3551,ECA,YR1983,
3552,ECA,YR1984,
3553,ECA,YR1985,
3554,ECA,YR1986,
3555,ECA,YR1987,
3556,ECA,YR1988,
3557,ECA,YR1989,
3558,ECA,YR1990,100.0
3559,ECA,YR1991,
3560,ECA,YR1992,
3561,ECA,YR1993,
3562,ECA,YR1994,
3563,ECA,YR1995,99.9938325315176
3564,ECA,YR1996,99.9215509788808
3565,ECA,YR1997,99.9052454745084
3566,ECA,YR1998,99.9104793588106
3567,ECA,YR1999,99.6574667079242
3568,ECA,YR2000,98.2850797500329
3569,ECA,YR2001,98.3515498488424
3570,ECA,YR2002,98.4378775489728
3571,ECA,YR2003,98.4662743205232
3572,ECA,YR2004,98.4910510449237
3573,ECA,YR2005,98.6023222437074
3574,ECA,YR2006,98.6186587305765
3575,ECA,YR2007,98.7375483589091
3576,ECA,YR2008,98.8254569260486
3577,ECA,YR2009,98.9417721417125
3578,ECA,YR2010,99.3555654600533
3579,ECA,YR2011,99.3531333426978
3580,ECA,YR2012,99.7109430171666
3581,ECA,YR2013,99.7475015106879
3582,ECA,YR2014,99.7940939730334
3583,ECA,YR2015,98.1240592894689
3584,ECA,YR2016,99.6554076667641
3585,ECA,YR2017,99.9135128489978
3586,ECA,YR2018,99.9415406427347
3587,ECA,YR2019,99.8849623924041
3588,ECA,YR2020,99.9434990046805
3589,ECA,YR2021,99.9713962391982
3590,ECA,YR2022,
3591,ECS,YR1960,
3592,ECS,YR1961,
