,economy,time,CC.EST
4165,FCS,YR1967,
4166,FCS,YR1968,
4167,FCS,YR1969,
4168,FCS,YR1970,
4169,FCS,YR1971,
4170,FCS,YR1972,
4171,FCS,YR1973,
4172,FCS,YR1974,
4173,FCS,YR1975,
4174,FCS,YR1976,
4175,FCS,YR1977,
4176,FCS,YR1978,
4177,FCS,YR1979,
4178,FCS,YR1980,
4179,FCS,YR1981,
4180,FCS,YR1982,
4181,FCS,YR1983,
4182,FCS,YR1984,
4183,FCS,YR1985,
4184,FCS,YR1986,
4185,FCS,YR1987,
4186,FCS,YR1988,
4187,FCS,YR1989,
4188,FCS,YR1990,
4189,FCS,YR1991,
4190,FCS,YR1992,
4191,FCS,YR1993,
4192,FCS,YR1994,
4193,FCS,YR1995,
4194,FCS,YR1996,
4195,FCS,YR1997,
4196,FCS,YR1998,
4197,FCS,YR1999,
4198,FCS,YR2000,
4199,FCS,YR2001,
4200,FCS,YR2002,
4201,FCS,YR2003,
4202,FCS,YR2004,
4203,FCS,YR2005,
4204,FCS,YR2006,
4205,FCS,YR2007,
4206,FCS,YR2008,
4207,FCS,YR2009,
4208,FCS,YR2010,
4209,FCS,YR2011,
4210,FCS,YR2012,
4211,FCS,YR2013,
4212,FCS,YR2014,
4213,FCS,YR2015,
4214,FCS,YR2016,
4215,FCS,YR2017,
4216,FCS,YR2018,
4217,FCS,YR2019,
4218,FCS,YR2020,
4219,FCS,YR2021,
4220,FCS,YR2022,
4221,FIN,YR1960,
4222,FIN,YR1961,
4223,FIN,YR1962,
4224,FIN,YR1963,
4225,FIN,YR1964,
4226,FIN,YR1965,
4227,FIN,YR1966,
4228,FIN,YR1967,
4229,FIN,YR1968,
4230,FIN,YR1969,
4231,FIN,YR1970,
4232,FIN,YR1971,
4233,FIN,YR1972,
4234,FIN,YR1973,
4235,FIN,YR1974,
4236,FIN,YR1975,
4237,FIN,YR1976,
4238,FIN,YR1977,
4239,FIN,YR1978,
4240,FIN,YR1979,
4241,FIN,YR1980,
4242,FIN,YR1981,
4243,FIN,YR1982,
4244,FIN,YR1983,
4245,FIN,YR1984,
4246,FIN,YR1985,
4247,FIN,YR1986,
4248,FIN,YR1987,
4249,FIN,YR1988,
4250,FIN,YR1989,
4251,FIN,YR1990,
4252,FIN,YR1991,
4253,FIN,YR1992,
4254,FIN,YR1993,
4255,FIN,YR1994,
4256,FIN,YR1995,
4257,FIN,YR1996,2.20687246322632
4258,FIN,YR1997,
4259,FIN,YR1998,2.19966173171997
4260,FIN,YR1999,
4261,FIN,YR2000,2.36823558807373
4262,FIN,YR2001,
4263,FIN,YR2002,2.36900973320007
4264,FIN,YR2003,2.3741238117218
4265,FIN,YR2004,2.41011142730713
4266,FIN,YR2005,2.3147189617157
4267,FIN,YR2006,2.45411086082459
4268,FIN,YR2007,2.38947749137878
4269,FIN,YR2008,2.32084584236145
4270,FIN,YR2009,2.24071860313416
4271,FIN,YR2010,2.15166974067688
4272,FIN,YR2011,2.1919150352478
4273,FIN,YR2012,2.22684669494629
4274,FIN,YR2013,2.20017123222351
4275,FIN,YR2014,2.15947580337524
4276,FIN,YR2015,2.21577143669128
4277,FIN,YR2016,2.18605208396912
4278,FIN,YR2017,2.16156053543091
4279,FIN,YR2018,2.17132115364075
4280,FIN,YR2019,2.11400508880615
4281,FIN,YR2020,2.17063069343567
4282,FIN,YR2021,2.23821711540222
4283,FIN,YR2022,2.24697780609131
4284,FJI,YR1960,
4285,FJI,YR1961,
4286,FJI,YR1962,
4287,FJI,YR1963,
4288,FJI,YR1964,
4289,FJI,YR1965,
4290,FJI,YR1966,
4291,FJI,YR1967,
4292,FJI,YR1968,
4293,FJI,YR1969,
4294,FJI,YR1970,
4295,FJI,YR1971,
4296,FJI,YR1972,
4297,FJI,YR1973,
4298,FJI,YR1974,
4299,FJI,YR1975,
4300,FJI,YR1976,
4301,FJI,YR1977,
4302,FJI,YR1978,
4303,FJI,YR1979,
4304,FJI,YR1980,
4305,FJI,YR1981,
4306,FJI,YR1982,
4307,FJI,YR1983,
4308,FJI,YR1984,
4309,FJI,YR1985,
4310,FJI,YR1986,
4311,FJI,YR1987,
4312,FJI,YR1988,
4313,FJI,YR1989,
4314,FJI,YR1990,
4315,FJI,YR1991,
4316,FJI,YR1992,
4317,FJI,YR1993,
4318,FJI,YR1994,
4319,FJI,YR1995,
4320,FJI,YR1996,0.659302592277527
4321,FJI,YR1997,
4322,FJI,YR1998,0.663797557353973
4323,FJI,YR1999,
4324,FJI,YR2000,0.630551934242249
4325,FJI,YR2001,
4326,FJI,YR2002,0.610876262187958
4327,FJI,YR2003,0.276081532239914
4328,FJI,YR2004,0.29008686542511
4329,FJI,YR2005,-0.224626928567886
4330,FJI,YR2006,0.184131041169167
4331,FJI,YR2007,0.121460936963558
4332,FJI,YR2008,0.0983418449759483
4333,FJI,YR2009,-0.154777318239212
4334,FJI,YR2010,-0.159897983074188
4335,FJI,YR2011,0.108835898339748
4336,FJI,YR2012,0.181172475218773
4337,FJI,YR2013,0.195707112550735
4338,FJI,YR2014,0.385206580162048
4339,FJI,YR2015,0.37784206867218
4340,FJI,YR2016,0.335442960262299
4341,FJI,YR2017,0.638752341270447
4342,FJI,YR2018,0.699863374233246
4343,FJI,YR2019,0.688096284866333
4344,FJI,YR2020,0.61318838596344
4345,FJI,YR2021,0.443210333585739
4346,FJI,YR2022,0.388570487499237
4347,FRA,YR1960,
4348,FRA,YR1961,
4349,FRA,YR1962,
4350,FRA,YR1963,
4351,FRA,YR1964,
4352,FRA,YR1965,
4353,FRA,YR1966,
4354,FRA,YR1967,
4355,FRA,YR1968,
4356,FRA,YR1969,
4357,FRA,YR1970,
4358,FRA,YR1971,
4359,FRA,YR1972,
4360,FRA,YR1973,
4361,FRA,YR1974,
4362,FRA,YR1975,
4363,FRA,YR1976,
4364,FRA,YR1977,
4365,FRA,YR1978,
4366,FRA,YR1979,
4367,FRA,YR1980,
4368,FRA,YR1981,
4369,FRA,YR1982,
4370,FRA,YR1983,
4371,FRA,YR1984,
4372,FRA,YR1985,
4373,FRA,YR1986,
4374,FRA,YR1987,
4375,FRA,YR1988,
4376,FRA,YR1989,
4377,FRA,YR1990,
4378,FRA,YR1991,
4379,FRA,YR1992,
4380,FRA,YR1993,
4381,FRA,YR1994,
4382,FRA,YR1995,
4383,FRA,YR1996,1.24740922451019
4384,FRA,YR1997,
4385,FRA,YR1998,1.35077285766602
4386,FRA,YR1999,
4387,FRA,YR2000,1.32172358036041
4388,FRA,YR2001,
4389,FRA,YR2002,1.19158518314362
4390,FRA,YR2003,1.30575609207153
4391,FRA,YR2004,1.31116378307343
4392,FRA,YR2005,1.3575382232666
4393,FRA,YR2006,1.45506083965302
4394,FRA,YR2007,1.45600175857544
4395,FRA,YR2008,1.39503479003906
4396,FRA,YR2009,1.4299693107605
4397,FRA,YR2010,1.48775613307953
4398,FRA,YR2011,1.53777325153351
4399,FRA,YR2012,1.4719694852829
4400,FRA,YR2013,1.30437731742859
4401,FRA,YR2014,1.28824603557587
4402,FRA,YR2015,1.24826383590698
4403,FRA,YR2016,1.32866752147675
4404,FRA,YR2017,1.22440361976624
4405,FRA,YR2018,1.28164064884186
4406,FRA,YR2019,1.24832808971405
4407,FRA,YR2020,1.12234926223755
4408,FRA,YR2021,1.28228497505188
4409,FRA,YR2022,1.25952994823456
4410,FSM,YR1960,
4411,FSM,YR1961,
4412,FSM,YR1962,
4413,FSM,YR1963,
4414,FSM,YR1964,
4415,FSM,YR1965,
4416,FSM,YR1966,
4417,FSM,YR1967,
4418,FSM,YR1968,
4419,FSM,YR1969,
4420,FSM,YR1970,
4421,FSM,YR1971,
4422,FSM,YR1972,
4423,FSM,YR1973,
4424,FSM,YR1974,
4425,FSM,YR1975,
4426,FSM,YR1976,
4427,FSM,YR1977,
4428,FSM,YR1978,
4429,FSM,YR1979,
4430,FSM,YR1980,
4431,FSM,YR1981,
4432,FSM,YR1982,
4433,FSM,YR1983,
4434,FSM,YR1984,
4435,FSM,YR1985,
4436,FSM,YR1986,
4437,FSM,YR1987,
4438,FSM,YR1988,
4439,FSM,YR1989,
4440,FSM,YR1990,
4441,FSM,YR1991,
4442,FSM,YR1992,
4443,FSM,YR1993,
4444,FSM,YR1994,
4445,FSM,YR1995,
4446,FSM,YR1996,
4447,FSM,YR1997,
4448,FSM,YR1998,
4449,FSM,YR1999,
4450,FSM,YR2000,
4451,FSM,YR2001,
4452,FSM,YR2002,
4453,FSM,YR2003,
4454,FSM,YR2004,0.323294550180435
4455,FSM,YR2005,-0.120893590152264
4456,FSM,YR2006,-0.104157447814941
4457,FSM,YR2007,-0.240319490432739
4458,FSM,YR2008,-0.21752493083477
4459,FSM,YR2009,-0.219170406460762
4460,FSM,YR2010,-0.259419351816177
4461,FSM,YR2011,-0.344322592020035
4462,FSM,YR2012,-0.124001890420914
4463,FSM,YR2013,-0.179917350411415
4464,FSM,YR2014,0.812802195549011
4465,FSM,YR2015,0.677290916442871
4466,FSM,YR2016,0.706911265850067
4467,FSM,YR2017,0.775618433952332
4468,FSM,YR2018,0.672230362892151
4469,FSM,YR2019,0.709070801734924
4470,FSM,YR2020,0.875658690929413
4471,FSM,YR2021,0.563614368438721
4472,FSM,YR2022,0.484119057655334
4473,GAB,YR1960,
4474,GAB,YR1961,
4475,GAB,YR1962,
4476,GAB,YR1963,
4477,GAB,YR1964,
4478,GAB,YR1965,
4479,GAB,YR1966,
4480,GAB,YR1967,
4481,GAB,YR1968,
4482,GAB,YR1969,
4483,GAB,YR1970,
4484,GAB,YR1971,
4485,GAB,YR1972,
4486,GAB,YR1973,
4487,GAB,YR1974,
4488,GAB,YR1975,
4489,GAB,YR1976,
4490,GAB,YR1977,
4491,GAB,YR1978,
4492,GAB,YR1979,
4493,GAB,YR1980,
4494,GAB,YR1981,
4495,GAB,YR1982,
4496,GAB,YR1983,
4497,GAB,YR1984,
4498,GAB,YR1985,
4499,GAB,YR1986,
4500,GAB,YR1987,
4501,GAB,YR1988,
4502,GAB,YR1989,
4503,GAB,YR1990,
4504,GAB,YR1991,
4505,GAB,YR1992,
4506,GAB,YR1993,
4507,GAB,YR1994,
4508,GAB,YR1995,
4509,GAB,YR1996,-1.10237693786621
4510,GAB,YR1997,
4511,GAB,YR1998,-0.995287537574768
4512,GAB,YR1999,
4513,GAB,YR2000,-0.592371881008148
4514,GAB,YR2001,
4515,GAB,YR2002,-0.520378828048706
4516,GAB,YR2003,-0.553776979446411
4517,GAB,YR2004,-0.826650083065033
4518,GAB,YR2005,-0.660073697566986
4519,GAB,YR2006,-1.08306789398193
4520,GAB,YR2007,-1.16633176803589
4521,GAB,YR2008,-1.16565454006195
4522,GAB,YR2009,-1.07714748382568
4523,GAB,YR2010,-0.905257821083069
4524,GAB,YR2011,-0.893178522586823
4525,GAB,YR2012,-0.666252255439758
4526,GAB,YR2013,-0.634198665618896
4527,GAB,YR2014,-0.677635669708252
4528,GAB,YR2015,-0.723359048366547
4529,GAB,YR2016,-0.758523464202881
4530,GAB,YR2017,-0.84149956703186
4531,GAB,YR2018,-0.858977615833282
4532,GAB,YR2019,-0.888111412525177
4533,GAB,YR2020,-0.887642741203308
4534,GAB,YR2021,-0.869527161121368
4535,GAB,YR2022,-1.04809939861298
4536,GBR,YR1960,
4537,GBR,YR1961,
4538,GBR,YR1962,
4539,GBR,YR1963,
4540,GBR,YR1964,
4541,GBR,YR1965,
4542,GBR,YR1966,
4543,GBR,YR1967,
4544,GBR,YR1968,
4545,GBR,YR1969,
4546,GBR,YR1970,
4547,GBR,YR1971,
4548,GBR,YR1972,
4549,GBR,YR1973,
4550,GBR,YR1974,
4551,GBR,YR1975,
4552,GBR,YR1976,
4553,GBR,YR1977,
4554,GBR,YR1978,
4555,GBR,YR1979,
4556,GBR,YR1980,
4557,GBR,YR1981,
4558,GBR,YR1982,
4559,GBR,YR1983,
4560,GBR,YR1984,
4561,GBR,YR1985,
4562,GBR,YR1986,
4563,GBR,YR1987,
4564,GBR,YR1988,
4565,GBR,YR1989,
4566,GBR,YR1990,
4567,GBR,YR1991,
4568,GBR,YR1992,
4569,GBR,YR1993,
4570,GBR,YR1994,
4571,GBR,YR1995,
4572,GBR,YR1996,1.9805189371109
4573,GBR,YR1997,
4574,GBR,YR1998,2.05252122879028
4575,GBR,YR1999,
4576,GBR,YR2000,2.0724573135376
4577,GBR,YR2001,
4578,GBR,YR2002,2.00263667106628
4579,GBR,YR2003,1.98295390605927
4580,GBR,YR2004,1.91091167926788
4581,GBR,YR2005,1.89147984981537
4582,GBR,YR2006,1.78294026851654
4583,GBR,YR2007,1.732870221138
4584,GBR,YR2008,1.66890430450439
4585,GBR,YR2009,1.62388980388641
4586,GBR,YR2010,1.60567390918732
4587,GBR,YR2011,1.61486351490021
4588,GBR,YR2012,1.66546046733856
4589,GBR,YR2013,1.7188925743103
4590,GBR,YR2014,1.74663364887238
4591,GBR,YR2015,1.83159017562866
4592,GBR,YR2016,1.8506041765213
4593,GBR,YR2017,1.81362438201904
4594,GBR,YR2018,1.8065721988678
4595,GBR,YR2019,1.74877238273621
4596,GBR,YR2020,1.6600604057312
4597,GBR,YR2021,1.64092922210693
4598,GBR,YR2022,1.62015616893768
4599,GEO,YR1960,
4600,GEO,YR1961,
4601,GEO,YR1962,
4602,GEO,YR1963,
4603,GEO,YR1964,
4604,GEO,YR1965,
4605,GEO,YR1966,
4606,GEO,YR1967,
4607,GEO,YR1968,
4608,GEO,YR1969,
4609,GEO,YR1970,
4610,GEO,YR1971,
4611,GEO,YR1972,
4612,GEO,YR1973,
4613,GEO,YR1974,
4614,GEO,YR1975,
4615,GEO,YR1976,
4616,GEO,YR1977,
4617,GEO,YR1978,
4618,GEO,YR1979,
4619,GEO,YR1980,
4620,GEO,YR1981,
4621,GEO,YR1982,
4622,GEO,YR1983,
4623,GEO,YR1984,
4624,GEO,YR1985,
4625,GEO,YR1986,
4626,GEO,YR1987,
4627,GEO,YR1988,
4628,GEO,YR1989,
4629,GEO,YR1990,
4630,GEO,YR1991,
4631,GEO,YR1992,
4632,GEO,YR1993,
4633,GEO,YR1994,
4634,GEO,YR1995,
4635,GEO,YR1996,-1.52726411819458
4636,GEO,YR1997,
4637,GEO,YR1998,-0.982505977153778
4638,GEO,YR1999,
4639,GEO,YR2000,-1.04017269611359
4640,GEO,YR2001,
4641,GEO,YR2002,-1.2641419172287
4642,GEO,YR2003,-0.65076744556427
4643,GEO,YR2004,-0.459568113088608
4644,GEO,YR2005,-0.212853789329529
4645,GEO,YR2006,0.0501524582505226
4646,GEO,YR2007,-0.128835424780846
4647,GEO,YR2008,-0.102076381444931
4648,GEO,YR2009,-0.122036166489124
4649,GEO,YR2010,0.0123015772551298
4650,GEO,YR2011,0.117519699037075
4651,GEO,YR2012,0.39742112159729
4652,GEO,YR2013,0.463925153017044
4653,GEO,YR2014,0.828557550907135
4654,GEO,YR2015,0.700715780258179
4655,GEO,YR2016,0.712996661663055
4656,GEO,YR2017,0.758942425251007
4657,GEO,YR2018,0.724707186222076
4658,GEO,YR2019,0.716376483440399
4659,GEO,YR2020,0.600856006145477
4660,GEO,YR2021,0.661190092563629
4661,GEO,YR2022,0.620237648487091
4662,GHA,YR1960,
4663,GHA,YR1961,
4664,GHA,YR1962,
4665,GHA,YR1963,
4666,GHA,YR1964,
4667,GHA,YR1965,
4668,GHA,YR1966,
4669,GHA,YR1967,
4670,GHA,YR1968,
4671,GHA,YR1969,
4672,GHA,YR1970,
4673,GHA,YR1971,
4674,GHA,YR1972,
4675,GHA,YR1973,
4676,GHA,YR1974,
4677,GHA,YR1975,
4678,GHA,YR1976,
4679,GHA,YR1977,
4680,GHA,YR1978,
4681,GHA,YR1979,
4682,GHA,YR1980,
4683,GHA,YR1981,
4684,GHA,YR1982,
4685,GHA,YR1983,
4686,GHA,YR1984,
4687,GHA,YR1985,
4688,GHA,YR1986,
4689,GHA,YR1987,
4690,GHA,YR1988,
4691,GHA,YR1989,
4692,GHA,YR1990,
4693,GHA,YR1991,
4694,GHA,YR1992,
4695,GHA,YR1993,
4696,GHA,YR1994,
4697,GHA,YR1995,
4698,GHA,YR1996,-0.339949548244476
4699,GHA,YR1997,
4700,GHA,YR1998,-0.329742610454559
4701,GHA,YR1999,
4702,GHA,YR2000,-0.0959861651062965
4703,GHA,YR2001,
4704,GHA,YR2002,-0.342790067195892
4705,GHA,YR2003,-0.311426788568497
4706,GHA,YR2004,-0.279528439044952
4707,GHA,YR2005,-0.368746399879456
4708,GHA,YR2006,-0.0141816036775708
4709,GHA,YR2007,0.0381476953625679
4710,GHA,YR2008,-0.0774584859609604
4711,GHA,YR2009,-0.0099876131862402
4712,GHA,YR2010,0.0142804691568017
4713,GHA,YR2011,-0.0291263181716204
4714,GHA,YR2012,-0.126568555831909
4715,GHA,YR2013,-0.0965914353728294
4716,GHA,YR2014,-0.194918543100357
4717,GHA,YR2015,-0.210319384932518
4718,GHA,YR2016,-0.175110563635826
4719,GHA,YR2017,-0.253569841384888
4720,GHA,YR2018,-0.138242349028587
4721,GHA,YR2019,-0.108893923461437
4722,GHA,YR2020,-0.127230331301689
4723,GHA,YR2021,-0.128527134656906
4724,GHA,YR2022,-0.0459954999387264
4725,GIN,YR1960,
4726,GIN,YR1961,
4727,GIN,YR1962,
4728,GIN,YR1963,
4729,GIN,YR1964,
4730,GIN,YR1965,
4731,GIN,YR1966,
4732,GIN,YR1967,
4733,GIN,YR1968,
4734,GIN,YR1969,
4735,GIN,YR1970,
4736,GIN,YR1971,
4737,GIN,YR1972,
4738,GIN,YR1973,
4739,GIN,YR1974,
4740,GIN,YR1975,
4741,GIN,YR1976,
4742,GIN,YR1977,
4743,GIN,YR1978,
4744,GIN,YR1979,
4745,GIN,YR1980,
4746,GIN,YR1981,
4747,GIN,YR1982,
4748,GIN,YR1983,
4749,GIN,YR1984,
4750,GIN,YR1985,
4751,GIN,YR1986,
4752,GIN,YR1987,
4753,GIN,YR1988,
4754,GIN,YR1989,
4755,GIN,YR1990,
4756,GIN,YR1991,
4757,GIN,YR1992,
4758,GIN,YR1993,
4759,GIN,YR1994,
4760,GIN,YR1995,
4761,GIN,YR1996,-0.93994152545929
4762,GIN,YR1997,
4763,GIN,YR1998,-1.07500994205475
4764,GIN,YR1999,
4765,GIN,YR2000,-1.05016088485718
4766,GIN,YR2001,
4767,GIN,YR2002,-0.767053604125977
4768,GIN,YR2003,-0.888901352882385
4769,GIN,YR2004,-0.887606680393219
4770,GIN,YR2005,-1.0733128786087
4771,GIN,YR2006,-1.12154197692871
4772,GIN,YR2007,-1.29245042800903
4773,GIN,YR2008,-1.21101438999176
4774,GIN,YR2009,-1.09628415107727
4775,GIN,YR2010,-1.22193884849548
4776,GIN,YR2011,-1.12737143039703
4777,GIN,YR2012,-1.05566322803497
4778,GIN,YR2013,-1.04976332187653
4779,GIN,YR2014,-1.06706202030182
4780,GIN,YR2015,-1.01426017284393
4781,GIN,YR2016,-0.946540415287018
4782,GIN,YR2017,-1.03800141811371
4783,GIN,YR2018,-1.05975413322449
4784,GIN,YR2019,-0.91590142250061
4785,GIN,YR2020,-0.974657475948334
4786,GIN,YR2021,-1.02238535881042
4787,GIN,YR2022,-1.00541496276855
4788,GMB,YR1960,
4789,GMB,YR1961,
4790,GMB,YR1962,
4791,GMB,YR1963,
4792,GMB,YR1964,
4793,GMB,YR1965,
4794,GMB,YR1966,
4795,GMB,YR1967,
4796,GMB,YR1968,
4797,GMB,YR1969,
4798,GMB,YR1970,
4799,GMB,YR1971,
4800,GMB,YR1972,
4801,GMB,YR1973,
4802,GMB,YR1974,
4803,GMB,YR1975,
4804,GMB,YR1976,
4805,GMB,YR1977,
4806,GMB,YR1978,
4807,GMB,YR1979,
4808,GMB,YR1980,
4809,GMB,YR1981,
4810,GMB,YR1982,
4811,GMB,YR1983,
4812,GMB,YR1984,
4813,GMB,YR1985,
4814,GMB,YR1986,
4815,GMB,YR1987,
4816,GMB,YR1988,
4817,GMB,YR1989,
4818,GMB,YR1990,
4819,GMB,YR1991,
4820,GMB,YR1992,
4821,GMB,YR1993,
4822,GMB,YR1994,
4823,GMB,YR1995,
4824,GMB,YR1996,-0.374195218086243
4825,GMB,YR1997,
4826,GMB,YR1998,-0.364895522594452
4827,GMB,YR1999,
4828,GMB,YR2000,-0.377791106700897
4829,GMB,YR2001,
4830,GMB,YR2002,-0.233312800526619
4831,GMB,YR2003,-0.176545038819313
4832,GMB,YR2004,-0.522410035133362
4833,GMB,YR2005,-0.694694995880127
4834,GMB,YR2006,-0.729944288730621
4835,GMB,YR2007,-0.712738215923309
4836,GMB,YR2008,-0.714707136154175
4837,GMB,YR2009,-0.557290554046631
4838,GMB,YR2010,-0.587572574615479
4839,GMB,YR2011,-0.513804793357849
4840,GMB,YR2012,-0.653231739997864
4841,GMB,YR2013,-0.706011950969696
4842,GMB,YR2014,-0.693982779979706
4843,GMB,YR2015,-0.813672840595245
4844,GMB,YR2016,-0.850145161151886
4845,GMB,YR2017,-0.657365679740906
4846,GMB,YR2018,-0.501664221286774
4847,GMB,YR2019,-0.40828874707222
4848,GMB,YR2020,-0.425882965326309
4849,GMB,YR2021,-0.382034093141556
4850,GMB,YR2022,-0.278427481651306
4851,GNB,YR1960,
4852,GNB,YR1961,
4853,GNB,YR1962,
4854,GNB,YR1963,
4855,GNB,YR1964,
4856,GNB,YR1965,
4857,GNB,YR1966,
4858,GNB,YR1967,
4859,GNB,YR1968,
4860,GNB,YR1969,
4861,GNB,YR1970,
4862,GNB,YR1971,
4863,GNB,YR1972,
4864,GNB,YR1973,
4865,GNB,YR1974,
4866,GNB,YR1975,
4867,GNB,YR1976,
4868,GNB,YR1977,
4869,GNB,YR1978,
4870,GNB,YR1979,
4871,GNB,YR1980,
4872,GNB,YR1981,
4873,GNB,YR1982,
4874,GNB,YR1983,
4875,GNB,YR1984,
4876,GNB,YR1985,
4877,GNB,YR1986,
4878,GNB,YR1987,
4879,GNB,YR1988,
4880,GNB,YR1989,
4881,GNB,YR1990,
4882,GNB,YR1991,
4883,GNB,YR1992,
4884,GNB,YR1993,
4885,GNB,YR1994,
4886,GNB,YR1995,
4887,GNB,YR1996,-1.19465482234955
4888,GNB,YR1997,
4889,GNB,YR1998,-1.12208342552185
4890,GNB,YR1999,
4891,GNB,YR2000,-0.915324807167053
4892,GNB,YR2001,
4893,GNB,YR2002,-1.04421436786652
4894,GNB,YR2003,-1.12732601165771
4895,GNB,YR2004,-1.27454555034637
4896,GNB,YR2005,-1.17498433589935
4897,GNB,YR2006,-1.0954829454422
4898,GNB,YR2007,-1.20494568347931
4899,GNB,YR2008,-1.2003960609436
4900,GNB,YR2009,-1.21717298030853
4901,GNB,YR2010,-1.16155707836151
4902,GNB,YR2011,-1.18604528903961
4903,GNB,YR2012,-1.29328751564026
4904,GNB,YR2013,-1.34157395362854
4905,GNB,YR2014,-1.55671191215515
4906,GNB,YR2015,-1.50964152812958
4907,GNB,YR2016,-1.58632564544678
4908,GNB,YR2017,-1.59746825695038
4909,GNB,YR2018,-1.55884099006653
4910,GNB,YR2019,-1.49794888496399
4911,GNB,YR2020,-1.3631352186203
4912,GNB,YR2021,-1.31993007659912
4913,GNB,YR2022,-1.18539381027222
4914,GNQ,YR1960,
4915,GNQ,YR1961,
4916,GNQ,YR1962,
4917,GNQ,YR1963,
4918,GNQ,YR1964,
4919,GNQ,YR1965,
4920,GNQ,YR1966,
4921,GNQ,YR1967,
4922,GNQ,YR1968,
4923,GNQ,YR1969,
4924,GNQ,YR1970,
4925,GNQ,YR1971,
4926,GNQ,YR1972,
4927,GNQ,YR1973,
4928,GNQ,YR1974,
4929,GNQ,YR1975,
4930,GNQ,YR1976,
4931,GNQ,YR1977,
4932,GNQ,YR1978,
4933,GNQ,YR1979,
4934,GNQ,YR1980,
4935,GNQ,YR1981,
4936,GNQ,YR1982,
4937,GNQ,YR1983,
4938,GNQ,YR1984,
4939,GNQ,YR1985,
4940,GNQ,YR1986,
4941,GNQ,YR1987,
4942,GNQ,YR1988,
4943,GNQ,YR1989,
4944,GNQ,YR1990,
4945,GNQ,YR1991,
4946,GNQ,YR1992,
4947,GNQ,YR1993,
4948,GNQ,YR1994,
4949,GNQ,YR1995,
4950,GNQ,YR1996,-1.26436936855316
4951,GNQ,YR1997,
4952,GNQ,YR1998,-1.18792462348938
4953,GNQ,YR1999,
4954,GNQ,YR2000,-1.2123749256134
4955,GNQ,YR2001,
4956,GNQ,YR2002,-1.22288250923157
4957,GNQ,YR2003,-1.27593719959259
4958,GNQ,YR2004,-1.38037264347076
4959,GNQ,YR2005,-1.42684757709503
4960,GNQ,YR2006,-1.36262607574463
4961,GNQ,YR2007,-1.21237552165985
4962,GNQ,YR2008,-1.19891607761383
4963,GNQ,YR2009,-1.22026312351227
4964,GNQ,YR2010,-1.23483073711395
4965,GNQ,YR2011,-1.22866559028625
4966,GNQ,YR2012,-1.23995065689087
4967,GNQ,YR2013,-1.31558036804199
4968,GNQ,YR2014,-1.54029679298401
4969,GNQ,YR2015,-1.57206654548645
4970,GNQ,YR2016,-1.60282599925995
4971,GNQ,YR2017,-1.64540529251099
4972,GNQ,YR2018,-1.54276144504547
4973,GNQ,YR2019,-1.56337535381317
4974,GNQ,YR2020,-1.53900897502899
4975,GNQ,YR2021,-1.58688843250275
4976,GNQ,YR2022,-1.60171604156494
4977,GRC,YR1960,
4978,GRC,YR1961,
4979,GRC,YR1962,
4980,GRC,YR1963,
4981,GRC,YR1964,
4982,GRC,YR1965,
4983,GRC,YR1966,
4984,GRC,YR1967,
4985,GRC,YR1968,
4986,GRC,YR1969,
4987,GRC,YR1970,
4988,GRC,YR1971,
4989,GRC,YR1972,
4990,GRC,YR1973,
4991,GRC,YR1974,
4992,GRC,YR1975,
4993,GRC,YR1976,
4994,GRC,YR1977,
4995,GRC,YR1978,
4996,GRC,YR1979,
4997,GRC,YR1980,
4998,GRC,YR1981,
4999,GRC,YR1982,
5000,GRC,YR1983,
5001,GRC,YR1984,
5002,GRC,YR1985,
5003,GRC,YR1986,
5004,GRC,YR1987,
5005,GRC,YR1988,
5006,GRC,YR1989,
5007,GRC,YR1990,
5008,GRC,YR1991,
5009,GRC,YR1992,
5010,GRC,YR1993,
5011,GRC,YR1994,
5012,GRC,YR1995,
5013,GRC,YR1996,0.338654190301895
5014,GRC,YR1997,
5015,GRC,YR1998,0.755532085895538
5016,GRC,YR1999,
5017,GRC,YR2000,0.631434977054596
5018,GRC,YR2001,
5019,GRC,YR2002,0.403180629014969
5020,GRC,YR2003,0.363324075937271
5021,GRC,YR2004,0.450190424919128
5022,GRC,YR2005,0.351383656263351
5023,GRC,YR2006,0.357532441616058
5024,GRC,YR2007,0.261930704116821
5025,GRC,YR2008,0.126674965023994
5026,GRC,YR2009,0.0628989040851593
5027,GRC,YR2010,-0.0625116676092148
5028,GRC,YR2011,-0.101170934736729
5029,GRC,YR2012,-0.19037801027298
5030,GRC,YR2013,-0.0751005336642265
5031,GRC,YR2014,-0.135704442858696
5032,GRC,YR2015,-0.118774399161339
5033,GRC,YR2016,-0.133906334638596
5034,GRC,YR2017,-0.111620284616947
5035,GRC,YR2018,-0.0557379238307476
5036,GRC,YR2019,0.0140720242634416
5037,GRC,YR2020,0.0320753939449787
5038,GRC,YR2021,0.183452636003494
5039,GRC,YR2022,0.0377966053783894
5040,GRD,YR1960,
5041,GRD,YR1961,
5042,GRD,YR1962,
5043,GRD,YR1963,
5044,GRD,YR1964,
5045,GRD,YR1965,
5046,GRD,YR1966,
5047,GRD,YR1967,
5048,GRD,YR1968,
5049,GRD,YR1969,
5050,GRD,YR1970,
5051,GRD,YR1971,
5052,GRD,YR1972,
5053,GRD,YR1973,
5054,GRD,YR1974,
5055,GRD,YR1975,
