,economy,time,CC.EST
6976,KNA,YR2006,1.11961627006531
6977,KNA,YR2007,1.14696705341339
6978,KNA,YR2008,1.27677536010742
6979,KNA,YR2009,1.3177649974823
6980,KNA,YR2010,1.30177271366119
6981,KNA,YR2011,1.27229809761047
6982,KNA,YR2012,1.26053082942963
6983,KNA,YR2013,1.25354850292206
6984,KNA,YR2014,0.049086831510067
6985,KNA,YR2015,0.448595434427261
6986,KNA,YR2016,0.458806693553925
6987,KNA,YR2017,0.460760623216629
6988,KNA,YR2018,0.410901546478271
6989,KNA,YR2019,0.345875948667526
6990,KNA,YR2020,0.339913368225098
6991,KNA,YR2021,0.406278491020203
6992,KNA,YR2022,0.3897884786129
6993,KOR,YR1960,
6994,KOR,YR1961,
6995,KOR,YR1962,
6996,KOR,YR1963,
6997,KOR,YR1964,
6998,KOR,YR1965,
6999,KOR,YR1966,
7000,KOR,YR1967,
7001,KOR,YR1968,
7002,KOR,YR1969,
7003,KOR,YR1970,
7004,KOR,YR1971,
7005,KOR,YR1972,
7006,KOR,YR1973,
7007,KOR,YR1974,
7008,KOR,YR1975,
7009,KOR,YR1976,
7010,KOR,YR1977,
7011,KOR,YR1978,
7012,KOR,YR1979,
7013,KOR,YR1980,
7014,KOR,YR1981,
7015,KOR,YR1982,
7016,KOR,YR1983,
7017,KOR,YR1984,
7018,KOR,YR1985,
7019,KOR,YR1986,
7020,KOR,YR1987,
7021,KOR,YR1988,
7022,KOR,YR1989,
7023,KOR,YR1990,
7024,KOR,YR1991,
7025,KOR,YR1992,
7026,KOR,YR1993,
7027,KOR,YR1994,
7028,KOR,YR1995,
7029,KOR,YR1996,0.382197439670563
7030,KOR,YR1997,
7031,KOR,YR1998,0.297208249568939
7032,KOR,YR1999,
7033,KOR,YR2000,0.270445168018341
7034,KOR,YR2001,
7035,KOR,YR2002,0.489189267158508
7036,KOR,YR2003,0.544911742210388
7037,KOR,YR2004,0.378848910331726
7038,KOR,YR2005,0.592332899570465
7039,KOR,YR2006,0.300606369972229
7040,KOR,YR2007,0.569716930389404
7041,KOR,YR2008,0.425825089216232
7042,KOR,YR2009,0.499742418527603
7043,KOR,YR2010,0.426656723022461
7044,KOR,YR2011,0.483322471380234
7045,KOR,YR2012,0.495882242918015
7046,KOR,YR2013,0.581155180931091
7047,KOR,YR2014,0.512293756008148
7048,KOR,YR2015,0.340045571327209
7049,KOR,YR2016,0.420738995075226
7050,KOR,YR2017,0.445794492959976
7051,KOR,YR2018,0.57312136888504
7052,KOR,YR2019,0.705077528953552
7053,KOR,YR2020,0.698436558246613
7054,KOR,YR2021,0.733705759048462
7055,KOR,YR2022,0.748461604118347
7056,KWT,YR1960,
7057,KWT,YR1961,
7058,KWT,YR1962,
7059,KWT,YR1963,
7060,KWT,YR1964,
7061,KWT,YR1965,
7062,KWT,YR1966,
7063,KWT,YR1967,
7064,KWT,YR1968,
7065,KWT,YR1969,
7066,KWT,YR1970,
7067,KWT,YR1971,
7068,KWT,YR1972,
7069,KWT,YR1973,
7070,KWT,YR1974,
7071,KWT,YR1975,
7072,KWT,YR1976,
7073,KWT,YR1977,
7074,KWT,YR1978,
7075,KWT,YR1979,
7076,KWT,YR1980,
7077,KWT,YR1981,
7078,KWT,YR1982,
7079,KWT,YR1983,
7080,KWT,YR1984,
7081,KWT,YR1985,
7082,KWT,YR1986,
7083,KWT,YR1987,
7084,KWT,YR1988,
7085,KWT,YR1989,
7086,KWT,YR1990,
7087,KWT,YR1991,
7088,KWT,YR1992,
7089,KWT,YR1993,
7090,KWT,YR1994,
7091,KWT,YR1995,
7092,KWT,YR1996,0.478682190179825
7093,KWT,YR1997,
7094,KWT,YR1998,0.562503397464752
7095,KWT,YR1999,
7096,KWT,YR2000,0.5645592212677
7097,KWT,YR2001,
7098,KWT,YR2002,0.981545209884644
7099,KWT,YR2003,0.76597386598587
7100,KWT,YR2004,0.770029485225677
7101,KWT,YR2005,0.500354409217834
7102,KWT,YR2006,0.426627278327942
7103,KWT,YR2007,0.364861726760864
7104,KWT,YR2008,0.412061005830765
7105,KWT,YR2009,0.304186642169952
7106,KWT,YR2010,0.298077821731567
7107,KWT,YR2011,0.078883208334446
7108,KWT,YR2012,-0.197435706853867
7109,KWT,YR2013,-0.195034772157669
7110,KWT,YR2014,-0.246068090200424
7111,KWT,YR2015,-0.254954397678375
7112,KWT,YR2016,-0.297969162464142
7113,KWT,YR2017,-0.359839290380478
7114,KWT,YR2018,-0.316699147224426
7115,KWT,YR2019,-0.159434482455254
7116,KWT,YR2020,-0.0917352288961411
7117,KWT,YR2021,-0.0562744364142418
7118,KWT,YR2022,0.127030700445175
7119,LAC,YR1960,
7120,LAC,YR1961,
7121,LAC,YR1962,
7122,LAC,YR1963,
7123,LAC,YR1964,
7124,LAC,YR1965,
7125,LAC,YR1966,
7126,LAC,YR1967,
7127,LAC,YR1968,
7128,LAC,YR1969,
7129,LAC,YR1970,
7130,LAC,YR1971,
7131,LAC,YR1972,
7132,LAC,YR1973,
7133,LAC,YR1974,
7134,LAC,YR1975,
7135,LAC,YR1976,
7136,LAC,YR1977,
7137,LAC,YR1978,
7138,LAC,YR1979,
7139,LAC,YR1980,
7140,LAC,YR1981,
7141,LAC,YR1982,
7142,LAC,YR1983,
7143,LAC,YR1984,
7144,LAC,YR1985,
7145,LAC,YR1986,
7146,LAC,YR1987,
7147,LAC,YR1988,
7148,LAC,YR1989,
7149,LAC,YR1990,
7150,LAC,YR1991,
7151,LAC,YR1992,
7152,LAC,YR1993,
7153,LAC,YR1994,
7154,LAC,YR1995,
7155,LAC,YR1996,
7156,LAC,YR1997,
7157,LAC,YR1998,
7158,LAC,YR1999,
7159,LAC,YR2000,
7160,LAC,YR2001,
7161,LAC,YR2002,
7162,LAC,YR2003,
7163,LAC,YR2004,
7164,LAC,YR2005,
7165,LAC,YR2006,
7166,LAC,YR2007,
7167,LAC,YR2008,
7168,LAC,YR2009,
7169,LAC,YR2010,
7170,LAC,YR2011,
7171,LAC,YR2012,
7172,LAC,YR2013,
7173,LAC,YR2014,
7174,LAC,YR2015,
7175,LAC,YR2016,
7176,LAC,YR2017,
7177,LAC,YR2018,
7178,LAC,YR2019,
7179,LAC,YR2020,
7180,LAC,YR2021,
7181,LAC,YR2022,
7182,LAO,YR1960,
7183,LAO,YR1961,
7184,LAO,YR1962,
7185,LAO,YR1963,
7186,LAO,YR1964,
7187,LAO,YR1965,
7188,LAO,YR1966,
7189,LAO,YR1967,
7190,LAO,YR1968,
7191,LAO,YR1969,
7192,LAO,YR1970,
7193,LAO,YR1971,
7194,LAO,YR1972,
7195,LAO,YR1973,
7196,LAO,YR1974,
7197,LAO,YR1975,
7198,LAO,YR1976,
7199,LAO,YR1977,
7200,LAO,YR1978,
7201,LAO,YR1979,
7202,LAO,YR1980,
7203,LAO,YR1981,
7204,LAO,YR1982,
7205,LAO,YR1983,
7206,LAO,YR1984,
7207,LAO,YR1985,
7208,LAO,YR1986,
7209,LAO,YR1987,
7210,LAO,YR1988,
7211,LAO,YR1989,
7212,LAO,YR1990,
7213,LAO,YR1991,
7214,LAO,YR1992,
7215,LAO,YR1993,
7216,LAO,YR1994,
7217,LAO,YR1995,
7218,LAO,YR1996,-0.722833931446075
7219,LAO,YR1997,
7220,LAO,YR1998,-0.689512550830841
7221,LAO,YR1999,
7222,LAO,YR2000,-0.696313202381134
7223,LAO,YR2001,
7224,LAO,YR2002,-0.673779785633087
7225,LAO,YR2003,-0.86640602350235
7226,LAO,YR2004,-1.14759469032288
7227,LAO,YR2005,-1.31761395931244
7228,LAO,YR2006,-1.33152568340302
7229,LAO,YR2007,-1.28131055831909
7230,LAO,YR2008,-1.20606291294098
7231,LAO,YR2009,-1.24884247779846
7232,LAO,YR2010,-1.19573104381561
7233,LAO,YR2011,-1.19296872615814
7234,LAO,YR2012,-1.02507245540619
7235,LAO,YR2013,-0.940360546112061
7236,LAO,YR2014,-0.853411793708801
7237,LAO,YR2015,-0.944022536277771
7238,LAO,YR2016,-0.986315608024597
7239,LAO,YR2017,-0.9670649766922
7240,LAO,YR2018,-0.997076809406281
7241,LAO,YR2019,-1.07636892795563
7242,LAO,YR2020,-1.08248507976532
7243,LAO,YR2021,-1.0548460483551
7244,LAO,YR2022,-0.96577912569046
7245,LBN,YR1960,
7246,LBN,YR1961,
7247,LBN,YR1962,
7248,LBN,YR1963,
7249,LBN,YR1964,
7250,LBN,YR1965,
7251,LBN,YR1966,
7252,LBN,YR1967,
7253,LBN,YR1968,
7254,LBN,YR1969,
7255,LBN,YR1970,
7256,LBN,YR1971,
7257,LBN,YR1972,
7258,LBN,YR1973,
7259,LBN,YR1974,
7260,LBN,YR1975,
7261,LBN,YR1976,
7262,LBN,YR1977,
7263,LBN,YR1978,
7264,LBN,YR1979,
7265,LBN,YR1980,
7266,LBN,YR1981,
7267,LBN,YR1982,
7268,LBN,YR1983,
7269,LBN,YR1984,
7270,LBN,YR1985,
7271,LBN,YR1986,
7272,LBN,YR1987,
7273,LBN,YR1988,
7274,LBN,YR1989,
7275,LBN,YR1990,
7276,LBN,YR1991,
7277,LBN,YR1992,
7278,LBN,YR1993,
7279,LBN,YR1994,
7280,LBN,YR1995,
7281,LBN,YR1996,-0.659695029258728
7282,LBN,YR1997,
7283,LBN,YR1998,-0.474878489971161
7284,LBN,YR1999,
7285,LBN,YR2000,-0.466838240623474
7286,LBN,YR2001,
7287,LBN,YR2002,-0.415403097867966
7288,LBN,YR2003,-0.612619996070862
7289,LBN,YR2004,-0.5928635597229
7290,LBN,YR2005,-0.532331883907318
7291,LBN,YR2006,-0.999498069286346
7292,LBN,YR2007,-0.939466238021851
7293,LBN,YR2008,-0.858251392841339
7294,LBN,YR2009,-0.871679723262787
7295,LBN,YR2010,-0.915250718593597
7296,LBN,YR2011,-0.900145947933197
7297,LBN,YR2012,-0.8656907081604
7298,LBN,YR2013,-0.924281895160675
7299,LBN,YR2014,-1.04220545291901
7300,LBN,YR2015,-0.901420474052429
7301,LBN,YR2016,-0.989753305912018
7302,LBN,YR2017,-1.02763438224792
7303,LBN,YR2018,-1.13269829750061
7304,LBN,YR2019,-1.1687958240509
7305,LBN,YR2020,-1.17946791648865
7306,LBN,YR2021,-1.24803817272186
7307,LBN,YR2022,-1.1268949508667
7308,LBR,YR1960,
7309,LBR,YR1961,
7310,LBR,YR1962,
7311,LBR,YR1963,
7312,LBR,YR1964,
7313,LBR,YR1965,
7314,LBR,YR1966,
7315,LBR,YR1967,
7316,LBR,YR1968,
7317,LBR,YR1969,
7318,LBR,YR1970,
7319,LBR,YR1971,
7320,LBR,YR1972,
7321,LBR,YR1973,
7322,LBR,YR1974,
7323,LBR,YR1975,
7324,LBR,YR1976,
7325,LBR,YR1977,
7326,LBR,YR1978,
7327,LBR,YR1979,
7328,LBR,YR1980,
7329,LBR,YR1981,
7330,LBR,YR1982,
7331,LBR,YR1983,
7332,LBR,YR1984,
7333,LBR,YR1985,
7334,LBR,YR1986,
7335,LBR,YR1987,
7336,LBR,YR1988,
7337,LBR,YR1989,
7338,LBR,YR1990,
7339,LBR,YR1991,
7340,LBR,YR1992,
7341,LBR,YR1993,
7342,LBR,YR1994,
7343,LBR,YR1995,
7344,LBR,YR1996,-1.50014114379883
7345,LBR,YR1997,
7346,LBR,YR1998,-1.5365184545517
7347,LBR,YR1999,
7348,LBR,YR2000,-1.09891521930695
7349,LBR,YR2001,
7350,LBR,YR2002,-1.03428864479065
7351,LBR,YR2003,-1.15174722671509
7352,LBR,YR2004,-1.32960569858551
7353,LBR,YR2005,-1.20153045654297
7354,LBR,YR2006,-0.723485767841339
7355,LBR,YR2007,-0.476487666368485
7356,LBR,YR2008,-0.791121184825897
7357,LBR,YR2009,-0.607343435287476
7358,LBR,YR2010,-0.57457423210144
7359,LBR,YR2011,-0.690497636795044
7360,LBR,YR2012,-0.60703831911087
7361,LBR,YR2013,-0.718096494674683
7362,LBR,YR2014,-0.779243350028992
7363,LBR,YR2015,-0.666826963424683
7364,LBR,YR2016,-0.742775201797485
7365,LBR,YR2017,-0.687493205070496
7366,LBR,YR2018,-0.871749877929688
7367,LBR,YR2019,-0.919094324111938
7368,LBR,YR2020,-0.90572464466095
7369,LBR,YR2021,-0.939240753650665
7370,LBR,YR2022,-0.926501333713531
7371,LBY,YR1960,
7372,LBY,YR1961,
7373,LBY,YR1962,
7374,LBY,YR1963,
7375,LBY,YR1964,
7376,LBY,YR1965,
7377,LBY,YR1966,
7378,LBY,YR1967,
7379,LBY,YR1968,
7380,LBY,YR1969,
7381,LBY,YR1970,
7382,LBY,YR1971,
7383,LBY,YR1972,
7384,LBY,YR1973,
7385,LBY,YR1974,
7386,LBY,YR1975,
7387,LBY,YR1976,
7388,LBY,YR1977,
7389,LBY,YR1978,
7390,LBY,YR1979,
7391,LBY,YR1980,
7392,LBY,YR1981,
7393,LBY,YR1982,
7394,LBY,YR1983,
7395,LBY,YR1984,
7396,LBY,YR1985,
7397,LBY,YR1986,
7398,LBY,YR1987,
7399,LBY,YR1988,
7400,LBY,YR1989,
7401,LBY,YR1990,
7402,LBY,YR1991,
7403,LBY,YR1992,
7404,LBY,YR1993,
7405,LBY,YR1994,
7406,LBY,YR1995,
7407,LBY,YR1996,-0.871937036514282
7408,LBY,YR1997,
7409,LBY,YR1998,-0.907352805137634
7410,LBY,YR1999,
7411,LBY,YR2000,-0.854947209358215
7412,LBY,YR2001,
7413,LBY,YR2002,-0.944232821464539
7414,LBY,YR2003,-0.886524617671967
7415,LBY,YR2004,-0.915932536125183
7416,LBY,YR2005,-0.966960072517395
7417,LBY,YR2006,-1.08714544773102
7418,LBY,YR2007,-1.0477808713913
7419,LBY,YR2008,-0.975061655044556
7420,LBY,YR2009,-1.21037030220032
7421,LBY,YR2010,-1.26290345191956
7422,LBY,YR2011,-1.23168122768402
7423,LBY,YR2012,-1.3150190114975
7424,LBY,YR2013,-1.44046199321747
7425,LBY,YR2014,-1.52100121974945
7426,LBY,YR2015,-1.57803046703339
7427,LBY,YR2016,-1.57800388336182
7428,LBY,YR2017,-1.55755650997162
7429,LBY,YR2018,-1.53013646602631
7430,LBY,YR2019,-1.57501518726349
7431,LBY,YR2020,-1.58395659923553
7432,LBY,YR2021,-1.58449482917786
7433,LBY,YR2022,-1.5259792804718
7434,LCA,YR1960,
7435,LCA,YR1961,
7436,LCA,YR1962,
7437,LCA,YR1963,
7438,LCA,YR1964,
7439,LCA,YR1965,
7440,LCA,YR1966,
7441,LCA,YR1967,
7442,LCA,YR1968,
7443,LCA,YR1969,
7444,LCA,YR1970,
7445,LCA,YR1971,
7446,LCA,YR1972,
7447,LCA,YR1973,
7448,LCA,YR1974,
7449,LCA,YR1975,
7450,LCA,YR1976,
7451,LCA,YR1977,
7452,LCA,YR1978,
7453,LCA,YR1979,
7454,LCA,YR1980,
7455,LCA,YR1981,
7456,LCA,YR1982,
7457,LCA,YR1983,
7458,LCA,YR1984,
7459,LCA,YR1985,
7460,LCA,YR1986,
7461,LCA,YR1987,
7462,LCA,YR1988,
7463,LCA,YR1989,
7464,LCA,YR1990,
7465,LCA,YR1991,
7466,LCA,YR1992,
7467,LCA,YR1993,
7468,LCA,YR1994,
7469,LCA,YR1995,
7470,LCA,YR1996,
7471,LCA,YR1997,
7472,LCA,YR1998,
7473,LCA,YR1999,
7474,LCA,YR2000,
7475,LCA,YR2001,
7476,LCA,YR2002,
7477,LCA,YR2003,
7478,LCA,YR2004,0.276366174221039
7479,LCA,YR2005,1.22305524349213
7480,LCA,YR2006,1.15447616577148
7481,LCA,YR2007,1.1724054813385
7482,LCA,YR2008,1.3077244758606
7483,LCA,YR2009,1.33094000816345
7484,LCA,YR2010,1.2867397069931
7485,LCA,YR2011,1.29547333717346
7486,LCA,YR2012,1.05189907550812
7487,LCA,YR2013,1.07990694046021
7488,LCA,YR2014,0.489243447780609
7489,LCA,YR2015,0.618334889411926
7490,LCA,YR2016,0.640448570251465
7491,LCA,YR2017,0.584569811820984
7492,LCA,YR2018,0.560043096542358
7493,LCA,YR2019,0.557111740112305
7494,LCA,YR2020,0.539356708526611
7495,LCA,YR2021,0.557350099086761
7496,LCA,YR2022,0.578853130340576
7497,LCN,YR1960,
7498,LCN,YR1961,
7499,LCN,YR1962,
7500,LCN,YR1963,
7501,LCN,YR1964,
7502,LCN,YR1965,
7503,LCN,YR1966,
7504,LCN,YR1967,
7505,LCN,YR1968,
7506,LCN,YR1969,
7507,LCN,YR1970,
7508,LCN,YR1971,
7509,LCN,YR1972,
7510,LCN,YR1973,
7511,LCN,YR1974,
7512,LCN,YR1975,
7513,LCN,YR1976,
7514,LCN,YR1977,
7515,LCN,YR1978,
7516,LCN,YR1979,
7517,LCN,YR1980,
7518,LCN,YR1981,
7519,LCN,YR1982,
7520,LCN,YR1983,
7521,LCN,YR1984,
7522,LCN,YR1985,
7523,LCN,YR1986,
7524,LCN,YR1987,
7525,LCN,YR1988,
7526,LCN,YR1989,
7527,LCN,YR1990,
7528,LCN,YR1991,
7529,LCN,YR1992,
7530,LCN,YR1993,
7531,LCN,YR1994,
7532,LCN,YR1995,
7533,LCN,YR1996,
7534,LCN,YR1997,
7535,LCN,YR1998,
7536,LCN,YR1999,
7537,LCN,YR2000,
7538,LCN,YR2001,
7539,LCN,YR2002,
7540,LCN,YR2003,
7541,LCN,YR2004,
7542,LCN,YR2005,
7543,LCN,YR2006,
7544,LCN,YR2007,
7545,LCN,YR2008,
7546,LCN,YR2009,
7547,LCN,YR2010,
7548,LCN,YR2011,
7549,LCN,YR2012,
7550,LCN,YR2013,
7551,LCN,YR2014,
7552,LCN,YR2015,
7553,LCN,YR2016,
7554,LCN,YR2017,
7555,LCN,YR2018,
7556,LCN,YR2019,
7557,LCN,YR2020,
7558,LCN,YR2021,
7559,LCN,YR2022,
7560,LDC,YR1960,
7561,LDC,YR1961,
7562,LDC,YR1962,
7563,LDC,YR1963,
7564,LDC,YR1964,
7565,LDC,YR1965,
7566,LDC,YR1966,
7567,LDC,YR1967,
7568,LDC,YR1968,
7569,LDC,YR1969,
7570,LDC,YR1970,
7571,LDC,YR1971,
7572,LDC,YR1972,
7573,LDC,YR1973,
7574,LDC,YR1974,
7575,LDC,YR1975,
7576,LDC,YR1976,
7577,LDC,YR1977,
7578,LDC,YR1978,
7579,LDC,YR1979,
7580,LDC,YR1980,
7581,LDC,YR1981,
7582,LDC,YR1982,
7583,LDC,YR1983,
7584,LDC,YR1984,
7585,LDC,YR1985,
7586,LDC,YR1986,
7587,LDC,YR1987,
7588,LDC,YR1988,
7589,LDC,YR1989,
7590,LDC,YR1990,
7591,LDC,YR1991,
7592,LDC,YR1992,
7593,LDC,YR1993,
7594,LDC,YR1994,
7595,LDC,YR1995,
7596,LDC,YR1996,
7597,LDC,YR1997,
7598,LDC,YR1998,
7599,LDC,YR1999,
7600,LDC,YR2000,
7601,LDC,YR2001,
7602,LDC,YR2002,
7603,LDC,YR2003,
7604,LDC,YR2004,
7605,LDC,YR2005,
7606,LDC,YR2006,
7607,LDC,YR2007,
7608,LDC,YR2008,
7609,LDC,YR2009,
7610,LDC,YR2010,
7611,LDC,YR2011,
7612,LDC,YR2012,
7613,LDC,YR2013,
7614,LDC,YR2014,
7615,LDC,YR2015,
7616,LDC,YR2016,
7617,LDC,YR2017,
7618,LDC,YR2018,
7619,LDC,YR2019,
7620,LDC,YR2020,
7621,LDC,YR2021,
7622,LDC,YR2022,
7623,LIC,YR1960,
7624,LIC,YR1961,
7625,LIC,YR1962,
7626,LIC,YR1963,
7627,LIC,YR1964,
7628,LIC,YR1965,
7629,LIC,YR1966,
7630,LIC,YR1967,
7631,LIC,YR1968,
7632,LIC,YR1969,
7633,LIC,YR1970,
7634,LIC,YR1971,
7635,LIC,YR1972,
7636,LIC,YR1973,
7637,LIC,YR1974,
7638,LIC,YR1975,
7639,LIC,YR1976,
7640,LIC,YR1977,
7641,LIC,YR1978,
7642,LIC,YR1979,
7643,LIC,YR1980,
7644,LIC,YR1981,
7645,LIC,YR1982,
7646,LIC,YR1983,
7647,LIC,YR1984,
7648,LIC,YR1985,
7649,LIC,YR1986,
7650,LIC,YR1987,
7651,LIC,YR1988,
7652,LIC,YR1989,
7653,LIC,YR1990,
7654,LIC,YR1991,
7655,LIC,YR1992,
7656,LIC,YR1993,
7657,LIC,YR1994,
7658,LIC,YR1995,
7659,LIC,YR1996,
7660,LIC,YR1997,
7661,LIC,YR1998,
7662,LIC,YR1999,
7663,LIC,YR2000,
7664,LIC,YR2001,
7665,LIC,YR2002,
7666,LIC,YR2003,
7667,LIC,YR2004,
7668,LIC,YR2005,
7669,LIC,YR2006,
7670,LIC,YR2007,
7671,LIC,YR2008,
7672,LIC,YR2009,
7673,LIC,YR2010,
7674,LIC,YR2011,
7675,LIC,YR2012,
7676,LIC,YR2013,
7677,LIC,YR2014,
7678,LIC,YR2015,
7679,LIC,YR2016,
7680,LIC,YR2017,
7681,LIC,YR2018,
7682,LIC,YR2019,
7683,LIC,YR2020,
7684,LIC,YR2021,
7685,LIC,YR2022,
7686,LIE,YR1960,
7687,LIE,YR1961,
7688,LIE,YR1962,
7689,LIE,YR1963,
7690,LIE,YR1964,
7691,LIE,YR1965,
7692,LIE,YR1966,
7693,LIE,YR1967,
7694,LIE,YR1968,
7695,LIE,YR1969,
7696,LIE,YR1970,
7697,LIE,YR1971,
7698,LIE,YR1972,
7699,LIE,YR1973,
7700,LIE,YR1974,
7701,LIE,YR1975,
7702,LIE,YR1976,
7703,LIE,YR1977,
7704,LIE,YR1978,
7705,LIE,YR1979,
7706,LIE,YR1980,
7707,LIE,YR1981,
7708,LIE,YR1982,
7709,LIE,YR1983,
7710,LIE,YR1984,
7711,LIE,YR1985,
7712,LIE,YR1986,
7713,LIE,YR1987,
7714,LIE,YR1988,
7715,LIE,YR1989,
7716,LIE,YR1990,
7717,LIE,YR1991,
7718,LIE,YR1992,
7719,LIE,YR1993,
7720,LIE,YR1994,
7721,LIE,YR1995,
7722,LIE,YR1996,1.31814324855804
7723,LIE,YR1997,
7724,LIE,YR1998,1.33475875854492
7725,LIE,YR1999,
7726,LIE,YR2000,1.31340384483337
7727,LIE,YR2001,
7728,LIE,YR2002,1.31074380874634
7729,LIE,YR2003,1.33278954029083
7730,LIE,YR2004,1.35322546958923
7731,LIE,YR2005,1.26966309547424
7732,LIE,YR2006,1.25131320953369
7733,LIE,YR2007,1.0855348110199
7734,LIE,YR2008,1.17518770694733
7735,LIE,YR2009,1.67873132228851
7736,LIE,YR2010,1.83911716938019
7737,LIE,YR2011,1.80468726158142
7738,LIE,YR2012,1.79332208633423
7739,LIE,YR2013,1.83372759819031
7740,LIE,YR2014,2.07766795158386
7741,LIE,YR2015,2.01081037521362
7742,LIE,YR2016,1.98304605484009
7743,LIE,YR2017,1.99748241901398
7744,LIE,YR2018,1.95854675769806
7745,LIE,YR2019,1.92107594013214
7746,LIE,YR2020,1.9594247341156
7747,LIE,YR2021,1.66537773609161
7748,LIE,YR2022,1.71432709693909
7749,LKA,YR1960,
7750,LKA,YR1961,
7751,LKA,YR1962,
7752,LKA,YR1963,
7753,LKA,YR1964,
7754,LKA,YR1965,
7755,LKA,YR1966,
7756,LKA,YR1967,
7757,LKA,YR1968,
7758,LKA,YR1969,
7759,LKA,YR1970,
7760,LKA,YR1971,
7761,LKA,YR1972,
7762,LKA,YR1973,
7763,LKA,YR1974,
7764,LKA,YR1975,
7765,LKA,YR1976,
7766,LKA,YR1977,
7767,LKA,YR1978,
7768,LKA,YR1979,
7769,LKA,YR1980,
7770,LKA,YR1981,
7771,LKA,YR1982,
7772,LKA,YR1983,
7773,LKA,YR1984,
7774,LKA,YR1985,
7775,LKA,YR1986,
7776,LKA,YR1987,
7777,LKA,YR1988,
7778,LKA,YR1989,
7779,LKA,YR1990,
7780,LKA,YR1991,
7781,LKA,YR1992,
7782,LKA,YR1993,
7783,LKA,YR1994,
7784,LKA,YR1995,
7785,LKA,YR1996,-0.0565393306314945
7786,LKA,YR1997,
7787,LKA,YR1998,-0.083364762365818
7788,LKA,YR1999,
7789,LKA,YR2000,-0.199228778481483
7790,LKA,YR2001,
7791,LKA,YR2002,-0.216593146324158
7792,LKA,YR2003,-0.272020310163498
7793,LKA,YR2004,-0.167387902736664
7794,LKA,YR2005,-0.339861780405045
7795,LKA,YR2006,-0.194801017642021
7796,LKA,YR2007,-0.146113589406013
7797,LKA,YR2008,-0.218608349561691
7798,LKA,YR2009,-0.396393328905106
7799,LKA,YR2010,-0.419682919979095
7800,LKA,YR2011,-0.399362593889236
7801,LKA,YR2012,-0.241880506277084
7802,LKA,YR2013,-0.22082956135273
7803,LKA,YR2014,-0.345142692327499
7804,LKA,YR2015,-0.376569151878357
7805,LKA,YR2016,-0.33566477894783
7806,LKA,YR2017,-0.489461153745651
7807,LKA,YR2018,-0.35246741771698
7808,LKA,YR2019,-0.303825676441193
7809,LKA,YR2020,-0.3304543197155
7810,LKA,YR2021,-0.356352984905243
7811,LKA,YR2022,-0.383287221193314
7812,LMC,YR1960,
7813,LMC,YR1961,
7814,LMC,YR1962,
7815,LMC,YR1963,
7816,LMC,YR1964,
7817,LMC,YR1965,
7818,LMC,YR1966,
7819,LMC,YR1967,
7820,LMC,YR1968,
7821,LMC,YR1969,
7822,LMC,YR1970,
7823,LMC,YR1971,
7824,LMC,YR1972,
7825,LMC,YR1973,
7826,LMC,YR1974,
7827,LMC,YR1975,
7828,LMC,YR1976,
7829,LMC,YR1977,
7830,LMC,YR1978,
7831,LMC,YR1979,
7832,LMC,YR1980,
7833,LMC,YR1981,
7834,LMC,YR1982,
7835,LMC,YR1983,
7836,LMC,YR1984,
7837,LMC,YR1985,
7838,LMC,YR1986,
7839,LMC,YR1987,
7840,LMC,YR1988,
7841,LMC,YR1989,
7842,LMC,YR1990,
7843,LMC,YR1991,
7844,LMC,YR1992,
7845,LMC,YR1993,
7846,LMC,YR1994,
7847,LMC,YR1995,
7848,LMC,YR1996,
7849,LMC,YR1997,
7850,LMC,YR1998,
7851,LMC,YR1999,
7852,LMC,YR2000,
7853,LMC,YR2001,
7854,LMC,YR2002,
7855,LMC,YR2003,
7856,LMC,YR2004,
7857,LMC,YR2005,
7858,LMC,YR2006,
7859,LMC,YR2007,
7860,LMC,YR2008,
7861,LMC,YR2009,
7862,LMC,YR2010,
7863,LMC,YR2011,
7864,LMC,YR2012,
7865,LMC,YR2013,
7866,LMC,YR2014,
7867,LMC,YR2015,
7868,LMC,YR2016,
7869,LMC,YR2017,
7870,LMC,YR2018,
7871,LMC,YR2019,
7872,LMC,YR2020,
7873,LMC,YR2021,
7874,LMC,YR2022,
7875,LMY,YR1960,
7876,LMY,YR1961,
7877,LMY,YR1962,
7878,LMY,YR1963,
7879,LMY,YR1964,
7880,LMY,YR1965,
7881,LMY,YR1966,
7882,LMY,YR1967,
7883,LMY,YR1968,
7884,LMY,YR1969,
7885,LMY,YR1970,
7886,LMY,YR1971,
7887,LMY,YR1972,
7888,LMY,YR1973,
7889,LMY,YR1974,
7890,LMY,YR1975,
7891,LMY,YR1976,
7892,LMY,YR1977,
7893,LMY,YR1978,
7894,LMY,YR1979,
7895,LMY,YR1980,
7896,LMY,YR1981,
7897,LMY,YR1982,
7898,LMY,YR1983,
7899,LMY,YR1984,
7900,LMY,YR1985,
7901,LMY,YR1986,
7902,LMY,YR1987,
7903,LMY,YR1988,
7904,LMY,YR1989,
7905,LMY,YR1990,
7906,LMY,YR1991,
7907,LMY,YR1992,
7908,LMY,YR1993,
7909,LMY,YR1994,
7910,LMY,YR1995,
7911,LMY,YR1996,
7912,LMY,YR1997,
7913,LMY,YR1998,
7914,LMY,YR1999,
7915,LMY,YR2000,
7916,LMY,YR2001,
7917,LMY,YR2002,
7918,LMY,YR2003,
