,continent,date,location,total_cases,total_deaths,median_age,female_smokers,male_smokers,life_expectancy,total_vaccinations,new_vaccinations,people_vaccinated,human_development_index,population
60479,Asia,2022-11-28,Israel,4717263.0,11863.0,30.6,15.4,35.4,82.97,18506123.0,5735.0,6721784.0,0.919,9449000.0
60480,Asia,2022-11-29,Israel,4719306.0,11876.0,30.6,15.4,35.4,82.97,18512571.0,6448.0,6721822.0,0.919,9449000.0
60481,Asia,2022-11-30,Israel,4721154.0,11884.0,30.6,15.4,35.4,82.97,18519253.0,6682.0,6721834.0,0.919,9449000.0
60482,Asia,2022-12-01,Israel,4722811.0,11887.0,30.6,15.4,35.4,82.97,18526702.0,7449.0,6721847.0,0.919,9449000.0
60483,Asia,2022-12-02,Israel,4724586.0,11891.0,30.6,15.4,35.4,82.97,18528572.0,1870.0,6721849.0,0.919,9449000.0
60484,Asia,2022-12-03,Israel,4726039.0,11895.0,30.6,15.4,35.4,82.97,18531506.5,3101.666666666667,6721868.0,0.919,9449000.0
60485,Asia,2022-12-04,Israel,4726834.0,11899.0,30.6,15.4,35.4,82.97,18534441.0,4333.333333333334,6721887.0,0.919,9449000.0
60486,Asia,2022-12-05,Israel,4728542.0,11907.0,30.6,15.4,35.4,82.97,18540006.0,5565.0,6721896.0,0.919,9449000.0
60487,Asia,2022-12-06,Israel,4730553.0,11909.0,30.6,15.4,35.4,82.97,18544988.0,4982.0,6721928.0,0.919,9449000.0
60488,Asia,2022-12-07,Israel,4732183.0,11913.0,30.6,15.4,35.4,82.97,18549747.0,4759.0,6721938.0,0.919,9449000.0
60489,Asia,2022-12-08,Israel,4733904.0,11917.0,30.6,15.4,35.4,82.97,18555556.0,5809.0,6721957.0,0.919,9449000.0
60490,Asia,2022-12-09,Israel,4735538.0,11928.0,30.6,15.4,35.4,82.97,18557356.0,1800.0,6721961.0,0.919,9449000.0
60491,Asia,2022-12-10,Israel,4736940.0,11937.0,30.6,15.4,35.4,82.97,18557367.0,11.0,6721962.0,0.919,9449000.0
60492,Asia,2022-12-11,Israel,4737801.0,11943.0,30.6,15.4,35.4,82.97,18561639.0,4272.0,6721978.0,0.919,9449000.0
60493,Asia,2022-12-12,Israel,4739355.0,11952.0,30.6,15.4,35.4,82.97,18566162.0,4523.0,6721993.0,0.919,9449000.0
60494,Asia,2022-12-13,Israel,4741280.0,11959.0,30.6,15.4,35.4,82.97,18570923.0,4761.0,6722010.0,0.919,9449000.0
60495,Asia,2022-12-14,Israel,4743024.0,11964.0,30.6,15.4,35.4,82.97,18575603.0,4680.0,6722027.0,0.919,9449000.0
60496,Asia,2022-12-15,Israel,4744504.0,11971.0,30.6,15.4,35.4,82.97,18581041.0,5438.0,6722049.0,0.919,9449000.0
60497,Asia,2022-12-16,Israel,4746021.0,11977.0,30.6,15.4,35.4,82.97,18582555.0,1514.0,6722061.0,0.919,9449000.0
60498,Asia,2022-12-17,Israel,4747382.0,11981.0,30.6,15.4,35.4,82.97,18584143.5,2100.3333333333335,6722065.5,0.919,9449000.0
60499,Asia,2022-12-18,Israel,4748122.0,11985.0,30.6,15.4,35.4,82.97,18585732.0,2686.666666666667,6722070.0,0.919,9449000.0
60500,Asia,2022-12-19,Israel,4749521.0,11993.0,30.6,15.4,35.4,82.97,18589005.0,3273.0,6722077.0,0.919,9449000.0
60501,Asia,2022-12-20,Israel,4751186.0,11998.0,30.6,15.4,35.4,82.97,18591066.0,2061.0,6722089.0,0.919,9449000.0
60502,Asia,2022-12-21,Israel,4752546.0,12006.0,30.6,15.4,35.4,82.97,18593488.0,2422.0,6722098.0,0.919,9449000.0
60503,Asia,2022-12-22,Israel,4753855.0,12015.0,30.6,15.4,35.4,82.97,18596460.0,2972.0,6722102.0,0.919,9449000.0
60504,Asia,2022-12-23,Israel,4755086.0,12019.0,30.6,15.4,35.4,82.97,18597374.0,914.0,6722112.0,0.919,9449000.0
60505,Asia,2022-12-24,Israel,4756097.0,12023.0,30.6,15.4,35.4,82.97,18598331.0,1288.3333333333333,6722115.0,0.919,9449000.0
60506,Asia,2022-12-25,Israel,4756703.0,12026.0,30.6,15.4,35.4,82.97,18599288.0,1662.6666666666665,6722118.0,0.919,9449000.0
60507,Asia,2022-12-26,Israel,4757910.0,12033.0,30.6,15.4,35.4,82.97,18601325.0,2037.0,6722135.0,0.919,9449000.0
60508,Asia,2022-12-27,Israel,4759358.0,12037.0,30.6,15.4,35.4,82.97,18603688.0,2363.0,6722159.0,0.919,9449000.0
60509,Asia,2022-12-28,Israel,4760615.0,12047.0,30.6,15.4,35.4,82.97,18605747.0,2059.0,6722176.0,0.919,9449000.0
60510,Asia,2022-12-29,Israel,4761729.0,12053.0,30.6,15.4,35.4,82.97,18608454.0,2707.0,6722191.0,0.919,9449000.0
60511,Asia,2022-12-30,Israel,4762801.0,12059.0,30.6,15.4,35.4,82.97,18609151.0,697.0,6722195.0,0.919,9449000.0
60512,Asia,2022-12-31,Israel,4763593.0,12064.0,30.6,15.4,35.4,82.97,18609154.0,3.0,6722195.0,0.919,9449000.0
60513,Asia,2023-01-01,Israel,4764077.0,12067.0,30.6,15.4,35.4,82.97,18610874.0,1720.0,6722203.0,0.919,9449000.0
60514,Asia,2023-01-02,Israel,4765106.0,12073.0,30.6,15.4,35.4,82.97,18612430.0,1556.0,6722213.0,0.919,9449000.0
60515,Asia,2023-01-03,Israel,4766326.0,12080.0,30.6,15.4,35.4,82.97,18614137.0,1707.0,6722233.0,0.919,9449000.0
60516,Asia,2023-01-04,Israel,4767396.0,12087.0,30.6,15.4,35.4,82.97,18615631.0,1494.0,6722240.0,0.919,9449000.0
60517,Asia,2023-01-05,Israel,4768415.0,12090.0,30.6,15.4,35.4,82.97,18617531.0,1900.0,6722254.0,0.919,9449000.0
60518,Asia,2023-01-06,Israel,4769356.0,12097.0,30.6,15.4,35.4,82.97,18617939.0,408.0,6722256.0,0.919,9449000.0
60519,Asia,2023-01-07,Israel,4770203.0,12105.0,30.6,15.4,35.4,82.97,18617940.0,1.0,6722257.0,0.919,9449000.0
60520,Asia,2023-01-08,Israel,4770716.0,12113.0,30.6,15.4,35.4,82.97,18619630.0,1690.0,6722272.0,0.919,9449000.0
60521,Asia,2023-01-09,Israel,4771707.0,12114.0,30.6,15.4,35.4,82.97,18620988.0,1358.0,6722284.0,0.919,9449000.0
60522,Asia,2023-01-10,Israel,4772712.0,12116.0,30.6,15.4,35.4,82.97,18622407.0,1419.0,6722323.0,0.919,9449000.0
60523,Asia,2023-01-11,Israel,4773613.0,12123.0,30.6,15.4,35.4,82.97,18623768.0,1361.0,6722338.0,0.919,9449000.0
60524,Asia,2023-01-12,Israel,4774453.0,12126.0,30.6,15.4,35.4,82.97,18625544.0,1776.0,6722361.0,0.919,9449000.0
60525,Asia,2023-01-13,Israel,4775202.0,12132.0,30.6,15.4,35.4,82.97,18625822.0,278.0,6722364.0,0.919,9449000.0
60526,Asia,2023-01-14,Israel,4775739.0,12136.0,30.6,15.4,35.4,82.97,18625824.0,2.0,6722365.0,0.919,9449000.0
60527,Asia,2023-01-15,Israel,4776044.0,12137.0,30.6,15.4,35.4,82.97,18627254.0,1430.0,6722382.0,0.919,9449000.0
60528,Asia,2023-01-16,Israel,4776906.0,12141.0,30.6,15.4,35.4,82.97,18628526.0,1272.0,6722391.0,0.919,9449000.0
60529,Asia,2023-01-17,Israel,4777729.0,12145.0,30.6,15.4,35.4,82.97,18629490.0,964.0,6722406.0,0.919,9449000.0
60530,Asia,2023-01-18,Israel,4778513.0,12150.0,30.6,15.4,35.4,82.97,18630460.0,970.0,6722413.0,0.919,9449000.0
60531,Asia,2023-01-19,Israel,4779205.0,12158.0,30.6,15.4,35.4,82.97,18631523.0,1063.0,6722426.0,0.919,9449000.0
60532,Asia,2023-01-20,Israel,4779846.0,12162.0,30.6,15.4,35.4,82.97,18631756.0,233.0,6722431.0,0.919,9449000.0
60533,Asia,2023-01-21,Israel,4780347.0,12167.0,30.6,15.4,35.4,82.97,18631757.0,1.0,6722431.0,0.919,9449000.0
60534,Asia,2023-01-22,Israel,4780620.0,12173.0,30.6,15.4,35.4,82.97,18632576.0,819.0,6722440.0,0.919,9449000.0
60535,Asia,2023-01-23,Israel,4781360.0,12176.0,30.6,15.4,35.4,82.97,18633091.0,515.0,6722451.0,0.919,9449000.0
60536,Asia,2023-01-24,Israel,4782185.0,12180.0,30.6,15.4,35.4,82.97,18633789.0,698.0,6722472.0,0.919,9449000.0
60537,Asia,2023-01-25,Israel,4782899.0,12184.0,30.6,15.4,35.4,82.97,18634492.0,703.0,6722477.0,0.919,9449000.0
60538,Asia,2023-01-26,Israel,4783477.0,12186.0,30.6,15.4,35.4,82.97,18635489.0,997.0,6722487.0,0.919,9449000.0
60539,Asia,2023-01-27,Israel,4784119.0,12191.0,30.6,15.4,35.4,82.97,18635634.0,145.0,6722487.0,0.919,9449000.0
60540,Asia,2023-01-28,Israel,4784551.0,12197.0,30.6,15.4,35.4,82.97,18635959.0,293.66666666666663,6722492.5,0.919,9449000.0
60541,Asia,2023-01-29,Israel,4784788.0,12199.0,30.6,15.4,35.4,82.97,18636284.0,442.3333333333333,6722498.0,0.919,9449000.0
60542,Asia,2023-01-30,Israel,4785396.0,12201.0,30.6,15.4,35.4,82.97,18636875.0,591.0,6722507.0,0.919,9449000.0
60543,Asia,2023-01-31,Israel,4786118.0,12205.0,30.6,15.4,35.4,82.97,18637392.0,517.0,6722528.0,0.919,9449000.0
60544,Asia,2023-02-01,Israel,4786698.0,12207.0,30.6,15.4,35.4,82.97,18637907.0,515.0,6722538.0,0.919,9449000.0
60545,Asia,2023-02-02,Israel,4787191.0,12209.0,30.6,15.4,35.4,82.97,18638569.0,662.0,6722555.0,0.919,9449000.0
60546,Asia,2023-02-03,Israel,4787698.0,12217.0,30.6,15.4,35.4,82.97,18638649.0,80.0,6722558.0,0.919,9449000.0
60547,Asia,2023-02-04,Israel,4788042.0,12221.0,30.6,15.4,35.4,82.97,18638854.5,168.66666666666669,6722567.0,0.919,9449000.0
60548,Asia,2023-02-05,Israel,4788230.0,12225.0,30.6,15.4,35.4,82.97,18639060.0,257.33333333333337,6722576.0,0.919,9449000.0
60549,Asia,2023-02-06,Israel,4788707.0,12228.0,30.6,15.4,35.4,82.97,18639406.0,346.0,6722593.0,0.919,9449000.0
60550,Asia,2023-02-07,Israel,4789321.0,12229.0,30.6,15.4,35.4,82.97,18639716.0,310.0,6722615.0,0.919,9449000.0
60551,Asia,2023-02-08,Israel,4789812.0,12233.0,30.6,15.4,35.4,82.97,18640040.0,324.0,6722630.0,0.919,9449000.0
60552,Asia,2023-02-09,Israel,4790204.0,12236.0,30.6,15.4,35.4,82.97,18640595.0,555.0,6722665.0,0.919,9449000.0
60553,Asia,2023-02-10,Israel,4790622.0,12238.0,30.6,15.4,35.4,82.97,18640656.0,61.0,6722667.0,0.919,9449000.0
60554,Asia,2023-02-11,Israel,4790932.0,12240.0,30.6,15.4,35.4,82.97,18640659.0,3.0,6722669.0,0.919,9449000.0
60555,Asia,2023-02-12,Israel,4791108.0,12244.0,30.6,15.4,35.4,82.97,18640962.0,303.0,6722684.0,0.919,9449000.0
60556,Asia,2023-02-13,Israel,4791577.0,12245.0,30.6,15.4,35.4,82.97,18641218.0,256.0,6722698.0,0.919,9449000.0
60557,Asia,2023-02-14,Israel,4792154.0,12249.0,30.6,15.4,35.4,82.97,18641484.0,266.0,6722718.0,0.919,9449000.0
60558,Asia,2023-02-15,Israel,4792661.0,12250.0,30.6,15.4,35.4,82.97,18641716.0,232.0,6722728.0,0.919,9449000.0
60559,Asia,2023-02-16,Israel,4793091.0,12252.0,30.6,15.4,35.4,82.97,18642056.0,340.0,6722750.0,0.919,9449000.0
60560,Asia,2023-02-17,Israel,4793628.0,12256.0,30.6,15.4,35.4,82.97,18642103.0,47.0,6722755.0,0.919,9449000.0
60561,Asia,2023-02-18,Israel,4793963.0,12259.0,30.6,15.4,35.4,82.97,18642105.0,2.0,6722755.0,0.919,9449000.0
60562,Asia,2023-02-19,Israel,4794205.0,12265.0,30.6,15.4,35.4,82.97,18642348.0,243.0,6722771.0,0.919,9449000.0
60563,Asia,2023-02-20,Israel,4794698.0,12265.0,30.6,15.4,35.4,82.97,18642530.0,182.0,6722780.0,0.919,9449000.0
60564,Asia,2023-02-21,Israel,4795390.0,12271.0,30.6,15.4,35.4,82.97,18642758.0,228.0,6722819.0,0.919,9449000.0
60565,Asia,2023-02-22,Israel,4795955.0,12274.0,30.6,15.4,35.4,82.97,18642961.0,203.0,6722822.0,0.919,9449000.0
60566,Asia,2023-02-23,Israel,4796508.0,12280.0,30.6,15.4,35.4,82.97,18643208.0,247.0,6722835.0,0.919,9449000.0
60567,Asia,2023-02-24,Israel,4797071.0,12283.0,30.6,15.4,35.4,82.97,18643246.0,38.0,6722835.0,0.919,9449000.0
60568,Asia,2023-02-25,Israel,4797516.0,12286.0,30.6,15.4,35.4,82.97,18643251.0,5.0,6722838.0,0.919,9449000.0
60569,Asia,2023-02-26,Israel,4797757.0,12291.0,30.6,15.4,35.4,82.97,18643467.0,216.0,6722849.0,0.919,9449000.0
60570,Asia,2023-02-27,Israel,4798392.0,12294.0,30.6,15.4,35.4,82.97,18643675.0,208.0,6722860.0,0.919,9449000.0
60571,Asia,2023-02-28,Israel,4799018.0,12297.0,30.6,15.4,35.4,82.97,18643855.0,180.0,6722867.0,0.919,9449000.0
60572,Asia,2023-03-01,Israel,4799690.0,12303.0,30.6,15.4,35.4,82.97,18644024.0,169.0,6722870.0,0.919,9449000.0
60573,Asia,2023-03-02,Israel,4800223.0,12308.0,30.6,15.4,35.4,82.97,18644279.0,255.0,6722878.0,0.919,9449000.0
60574,Asia,2023-03-03,Israel,4800765.0,12312.0,30.6,15.4,35.4,82.97,18644298.0,19.0,6722880.0,0.919,9449000.0
60575,Asia,2023-03-04,Israel,4801182.0,12316.0,30.6,15.4,35.4,82.97,18644302.0,4.0,6722882.0,0.919,9449000.0
60576,Asia,2023-03-05,Israel,4801414.0,12316.0,30.6,15.4,35.4,82.97,18644503.0,201.0,6722896.0,0.919,9449000.0
60577,Asia,2023-03-06,Israel,4801883.0,12324.0,30.6,15.4,35.4,82.97,18644684.0,181.0,6722913.0,0.919,9449000.0
60578,Asia,2023-03-07,Israel,4802505.0,12325.0,30.6,15.4,35.4,82.97,18644768.0,84.0,6722921.0,0.919,9449000.0
60579,Asia,2023-03-08,Israel,4803022.0,12331.0,30.6,15.4,35.4,82.97,18644905.0,137.0,6722922.0,0.919,9449000.0
60580,Asia,2023-03-09,Israel,4803559.0,12333.0,30.6,15.4,35.4,82.97,18645158.0,253.0,6722937.0,0.919,9449000.0
60581,Asia,2023-03-10,Israel,4804239.0,12334.0,30.6,15.4,35.4,82.97,18645184.0,26.0,6722939.0,0.919,9449000.0
60582,Asia,2023-03-11,Israel,4804605.0,12336.0,30.6,15.4,35.4,82.97,18645263.5,57.33333333333333,6722944.0,0.919,9449000.0
60583,Asia,2023-03-12,Israel,4804876.0,12339.0,30.6,15.4,35.4,82.97,18645343.0,88.66666666666666,6722949.0,0.919,9449000.0
60584,Asia,2023-03-13,Israel,4805481.0,12340.0,30.6,15.4,35.4,82.97,18645463.0,120.0,6722955.0,0.919,9449000.0
60585,Asia,2023-03-14,Israel,4806086.0,12346.0,30.6,15.4,35.4,82.97,18645656.0,193.0,6722969.0,0.919,9449000.0
60586,Asia,2023-03-15,Israel,4806750.0,12352.0,30.6,15.4,35.4,82.97,18645767.0,111.0,6722973.0,0.919,9449000.0
60587,Asia,2023-03-16,Israel,4807398.0,12360.0,30.6,15.4,35.4,82.97,18645952.0,185.0,6722981.0,0.919,9449000.0
60588,Asia,2023-03-17,Israel,4807990.0,12361.0,30.6,15.4,35.4,82.97,18645981.0,29.0,6722981.0,0.919,9449000.0
60589,Asia,2023-03-18,Israel,4808426.0,12366.0,30.6,15.4,35.4,82.97,18646076.5,67.66666666666666,6722983.0,0.919,9449000.0
60590,Asia,2023-03-19,Israel,4808714.0,12371.0,30.6,15.4,35.4,82.97,18646172.0,106.33333333333333,6722985.0,0.919,9449000.0
60591,Asia,2023-03-20,Israel,4809177.0,12375.0,30.6,15.4,35.4,82.97,18646317.0,145.0,6722990.0,0.919,9449000.0
60592,Asia,2023-03-21,Israel,4809722.0,12379.0,30.6,15.4,35.4,82.97,18646483.0,166.0,6723004.0,0.919,9449000.0
60593,Asia,2023-03-22,Israel,4810285.0,12381.0,30.6,15.4,35.4,82.97,18646603.0,120.0,6723006.0,0.919,9449000.0
60594,Asia,2023-03-23,Israel,4810760.0,12386.0,30.6,15.4,35.4,82.97,18646762.0,159.0,6723013.0,0.919,9449000.0
60595,Asia,2023-03-24,Israel,4811268.0,12389.0,30.6,15.4,35.4,82.97,18646776.0,14.0,6723013.0,0.919,9449000.0
60596,Asia,2023-03-25,Israel,4811649.0,12391.0,30.6,15.4,35.4,82.97,18646849.0,48.666666666666664,6723015.0,0.919,9449000.0
60597,Asia,2023-03-26,Israel,4811906.0,12393.0,30.6,15.4,35.4,82.97,18646922.0,83.33333333333333,6723017.0,0.919,9449000.0
60598,Asia,2023-03-27,Israel,4812387.0,12401.0,30.6,15.4,35.4,82.97,18647040.0,118.0,6723018.0,0.919,9449000.0
60599,Asia,2023-03-28,Israel,4812870.0,12403.0,30.6,15.4,35.4,82.97,18647156.0,116.0,6723022.0,0.919,9449000.0
60600,Asia,2023-03-29,Israel,4813268.0,12409.0,30.6,15.4,35.4,82.97,18647272.0,116.0,6723024.0,0.919,9449000.0
60601,Asia,2023-03-30,Israel,4813705.0,12411.0,30.6,15.4,35.4,82.97,18647532.0,260.0,6723034.0,0.919,9449000.0
60602,Asia,2023-03-31,Israel,4814078.0,12412.0,30.6,15.4,35.4,82.97,18647563.0,215.75,6723036.333333333,0.919,9449000.0
60603,Asia,2023-04-01,Israel,4814488.0,12415.0,30.6,15.4,35.4,82.97,18647594.0,171.5,6723038.666666667,0.919,9449000.0
60604,Asia,2023-04-02,Israel,4814697.0,12417.0,30.6,15.4,35.4,82.97,18647625.0,127.25,6723041.0,0.919,9449000.0
60605,Asia,2023-04-03,Israel,4815001.0,12418.0,30.6,15.4,35.4,82.97,18647708.0,83.0,6723042.0,0.919,9449000.0
60606,Asia,2023-04-04,Israel,4815377.0,12420.0,30.6,15.4,35.4,82.97,18647767.0,59.0,6723044.0,0.919,9449000.0
60607,Asia,2023-04-05,Israel,4815784.0,12421.0,30.6,15.4,35.4,82.97,18647791.0,24.0,6723046.0,0.919,9449000.0
60608,Asia,2023-04-06,Israel,4816064.0,12424.0,30.6,15.4,35.4,82.97,18647793.0,2.0,6723046.0,0.919,9449000.0
60609,Asia,2023-04-07,Israel,4816242.0,12427.0,30.6,15.4,35.4,82.97,18647805.0,12.0,6723046.0,0.919,9449000.0
60610,Asia,2023-04-08,Israel,4816481.0,12428.0,30.6,15.4,35.4,82.97,18647822.5,21.0,6723047.0,0.919,9449000.0
60611,Asia,2023-04-09,Israel,4816666.0,12433.0,30.6,15.4,35.4,82.97,18647840.0,30.0,6723048.0,0.919,9449000.0
60612,Asia,2023-04-10,Israel,4816969.0,12435.0,30.6,15.4,35.4,82.97,18647879.0,39.0,6723049.0,0.919,9449000.0
60613,Asia,2023-04-11,Israel,4817303.0,12443.0,30.6,15.4,35.4,82.97,18647919.0,40.0,6723055.0,0.919,9449000.0
60614,Asia,2023-04-12,Israel,4817573.0,12444.0,30.6,15.4,35.4,82.97,18647920.0,1.0,6723055.0,0.919,9449000.0
60615,Asia,2023-04-13,Israel,4817700.0,12444.0,30.6,15.4,35.4,82.97,18648018.0,98.0,6723062.0,0.919,9449000.0
60616,Asia,2023-04-14,Israel,4818000.0,12451.0,30.6,15.4,35.4,82.97,18648039.0,21.0,6723064.0,0.919,9449000.0
60617,Asia,2023-04-15,Israel,4818287.0,12453.0,30.6,15.4,35.4,82.97,18648040.0,1.0,6723064.0,0.919,9449000.0
60618,Asia,2023-04-16,Israel,4818518.0,12455.0,30.6,15.4,35.4,82.97,18648124.0,84.0,6723068.0,0.919,9449000.0
60619,Asia,2023-04-17,Israel,4818848.0,12459.0,30.6,15.4,35.4,82.97,18648204.0,80.0,6723072.0,0.919,9449000.0
60620,Asia,2023-04-18,Israel,4819255.0,12465.0,30.6,15.4,35.4,82.97,18648331.0,127.0,6723080.0,0.919,9449000.0
60621,Asia,2023-04-19,Israel,4819623.0,12469.0,30.6,15.4,35.4,82.97,18648412.0,81.0,6723084.0,0.919,9449000.0
60622,Asia,2023-04-20,Israel,4819873.0,12471.0,30.6,15.4,35.4,82.97,18648537.0,125.0,6723088.0,0.919,9449000.0
60623,Asia,2023-04-21,Israel,4820149.0,12474.0,30.6,15.4,35.4,82.97,18648554.0,17.0,6723090.0,0.919,9449000.0
60624,Asia,2023-04-22,Israel,4820360.0,12478.0,30.6,15.4,35.4,82.97,18648596.0,52.333333333333336,6723090.5,0.919,9449000.0
60625,Asia,2023-04-23,Israel,4820474.0,12480.0,30.6,15.4,35.4,82.97,18648638.0,87.66666666666667,6723091.0,0.919,9449000.0
60626,Asia,2023-04-24,Israel,4820714.0,12486.0,30.6,15.4,35.4,82.97,18648761.0,123.0,6723096.0,0.919,9449000.0
60627,Asia,2023-04-25,Israel,4820937.0,12489.0,30.6,15.4,35.4,82.97,18648773.0,12.0,6723098.0,0.919,9449000.0
60628,Asia,2023-04-26,Israel,4821152.0,12489.0,30.6,15.4,35.4,82.97,18648820.5,10.666666666666666,6723099.5,0.919,9449000.0
60629,Asia,2023-04-27,Israel,4821260.0,12493.0,30.6,15.4,35.4,82.97,18648868.0,9.333333333333334,6723101.0,0.919,9449000.0
60630,Asia,2023-04-28,Israel,4821455.0,12494.0,30.6,15.4,35.4,82.97,18648876.0,8.0,6723101.0,0.919,9449000.0
60631,Asia,2023-04-29,Israel,4821668.0,12494.0,30.6,15.4,35.4,82.97,18648917.0,22.666666666666664,6723103.5,0.919,9449000.0
60632,Asia,2023-04-30,Israel,4821808.0,12499.0,30.6,15.4,35.4,82.97,18648958.0,37.33333333333333,6723106.0,0.919,9449000.0
60633,Asia,2023-05-01,Israel,4822068.0,12501.0,30.6,15.4,35.4,82.97,18649010.0,52.0,6723107.0,0.919,9449000.0
60634,Asia,2023-05-02,Israel,4822352.0,12503.0,30.6,15.4,35.4,82.97,18649126.0,116.0,6723117.0,0.919,9449000.0
60635,Asia,2023-05-03,Israel,4822609.0,12505.0,30.6,15.4,35.4,82.97,18649185.0,59.0,6723118.0,0.919,9449000.0
60636,Asia,2023-05-04,Israel,4822808.0,12506.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60637,Asia,2023-05-05,Israel,4823035.0,12510.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60638,Asia,2023-05-06,Israel,4823213.0,12511.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60639,Asia,2023-05-07,Israel,4823348.0,12511.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60640,Asia,2023-05-08,Israel,4823556.0,12513.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60641,Asia,2023-05-09,Israel,4823770.0,12514.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60642,Asia,2023-05-10,Israel,4823948.0,12514.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60643,Asia,2023-05-11,Israel,4824104.0,12515.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60644,Asia,2023-05-12,Israel,4824252.0,12515.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60645,Asia,2023-05-13,Israel,4824420.0,12517.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60646,Asia,2023-05-14,Israel,4824517.0,12518.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60647,Asia,2023-05-15,Israel,4824686.0,12524.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60648,Asia,2023-05-16,Israel,4824860.0,12524.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60649,Asia,2023-05-17,Israel,4824989.0,12526.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60650,Asia,2023-05-18,Israel,4825086.0,12527.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60651,Asia,2023-05-19,Israel,4825200.0,12529.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60652,Asia,2023-05-20,Israel,4825290.0,12533.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60653,Asia,2023-05-21,Israel,4825367.0,12534.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60654,Asia,2023-05-22,Israel,4825478.0,12535.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60655,Asia,2023-05-23,Israel,4825600.0,12537.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60656,Asia,2023-05-24,Israel,4825723.0,12538.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60657,Asia,2023-05-25,Israel,4825839.0,12539.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60658,Asia,2023-05-26,Israel,4825928.0,12540.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60659,Asia,2023-05-27,Israel,4825984.0,12540.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60660,Asia,2023-05-28,Israel,4826055.0,12541.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60661,Asia,2023-05-29,Israel,4826173.0,12543.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60662,Asia,2023-05-30,Israel,4826302.0,12543.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60663,Asia,2023-05-31,Israel,4826412.0,12544.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60664,Asia,2023-06-01,Israel,4826528.0,12545.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60665,Asia,2023-06-02,Israel,4826652.0,12547.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60666,Asia,2023-06-03,Israel,4826733.0,12549.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60667,Asia,2023-06-04,Israel,4826800.0,12550.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60668,Asia,2023-06-05,Israel,4826905.0,12553.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60669,Asia,2023-06-06,Israel,4827038.0,12553.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60670,Asia,2023-06-07,Israel,4827173.0,12553.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60671,Asia,2023-06-08,Israel,4827280.0,12553.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
60672,Asia,2023-06-09,Israel,4827397.0,12555.0,30.6,15.4,35.4,82.97,18649248.0,63.0,6723119.0,0.919,9449000.0
