,continent,date,location,total_cases,total_deaths,median_age,female_smokers,male_smokers,life_expectancy,total_vaccinations,new_vaccinations,people_vaccinated,human_development_index,population
5067,South America,2022-03-08,Argentina,8948253.0,128177.0,31.9,16.2,27.7,76.67,95230085.0,105116.0,40907869.0,0.845,45510324.0
5068,South America,2022-03-09,Argentina,8954206.0,128187.0,31.9,16.2,27.7,76.67,95350858.0,120773.0,40915538.0,0.845,45510324.0
5069,South America,2022-03-10,Argentina,8959941.0,128202.0,31.9,16.2,27.7,76.67,95468562.0,117704.0,40926576.0,0.845,45510324.0
5070,South America,2022-03-11,Argentina,8964641.0,128208.0,31.9,16.2,27.7,76.67,95597338.0,128776.0,40936065.0,0.845,45510324.0
5071,South America,2022-03-12,Argentina,8966645.0,128214.0,31.9,16.2,27.7,76.67,95655187.0,57849.0,40939378.0,0.845,45510324.0
5072,South America,2022-03-13,Argentina,8967916.0,128215.0,31.9,16.2,27.7,76.67,95683668.0,28481.0,40940713.0,0.845,45510324.0
5073,South America,2022-03-14,Argentina,8972996.0,128229.0,31.9,16.2,27.7,76.67,95791278.0,107610.0,40949644.0,0.845,45510324.0
5074,South America,2022-03-15,Argentina,8977455.0,128236.0,31.9,16.2,27.7,76.67,95919432.0,128154.0,40958255.0,0.845,45510324.0
5075,South America,2022-03-16,Argentina,8981703.0,128251.0,31.9,16.2,27.7,76.67,96040790.0,121358.0,40966742.0,0.845,45510324.0
5076,South America,2022-03-17,Argentina,8986422.0,128259.0,31.9,16.2,27.7,76.67,96158865.0,118075.0,40974781.0,0.845,45510324.0
5077,South America,2022-03-18,Argentina,8999437.0,128261.0,31.9,16.2,27.7,76.67,96284184.0,125319.0,40981946.0,0.845,45510324.0
5078,South America,2022-03-19,Argentina,9000746.0,128263.0,31.9,16.2,27.7,76.67,96351703.0,67519.0,40984748.0,0.845,45510324.0
5079,South America,2022-03-20,Argentina,9001945.0,128266.0,31.9,16.2,27.7,76.67,96383646.0,31943.0,40985736.0,0.845,45510324.0
5080,South America,2022-03-21,Argentina,9005559.0,128275.0,31.9,16.2,27.7,76.67,96502441.0,118795.0,40992114.0,0.845,45510324.0
5081,South America,2022-03-22,Argentina,9009295.0,128282.0,31.9,16.2,27.7,76.67,96612108.0,109667.0,40998533.0,0.845,45510324.0
5082,South America,2022-03-23,Argentina,9012392.0,128290.0,31.9,16.2,27.7,76.67,96730696.0,118588.0,41005315.0,0.845,45510324.0
5083,South America,2022-03-24,Argentina,9013474.0,128290.0,31.9,16.2,27.7,76.67,96755324.0,24628.0,41006393.0,0.845,45510324.0
5084,South America,2022-03-25,Argentina,9016000.0,128296.0,31.9,16.2,27.7,76.67,96868586.0,113262.0,41012130.0,0.845,45510324.0
5085,South America,2022-03-26,Argentina,9017206.0,128298.0,31.9,16.2,27.7,76.67,96918421.0,49835.0,41014260.0,0.845,45510324.0
5086,South America,2022-03-27,Argentina,9017872.0,128299.0,31.9,16.2,27.7,76.67,96940518.0,22097.0,41015045.0,0.845,45510324.0
5087,South America,2022-03-28,Argentina,9020855.0,128308.0,31.9,16.2,27.7,76.67,97048992.0,108474.0,41020874.0,0.845,45510324.0
5088,South America,2022-03-29,Argentina,9023448.0,128312.0,31.9,16.2,27.7,76.67,97146581.0,97589.0,41026308.0,0.845,45510324.0
5089,South America,2022-03-30,Argentina,9026148.0,128317.0,31.9,16.2,27.7,76.67,97241580.0,94999.0,41031096.0,0.845,45510324.0
5090,South America,2022-03-31,Argentina,9028521.0,128321.0,31.9,16.2,27.7,76.67,97340286.0,98706.0,41036278.0,0.845,45510324.0
5091,South America,2022-04-01,Argentina,9029858.0,128326.0,31.9,16.2,27.7,76.67,97430053.0,89767.0,41041428.0,0.845,45510324.0
5092,South America,2022-04-02,Argentina,9030410.0,128328.0,31.9,16.2,27.7,76.67,97454881.0,24828.0,41042792.0,0.845,45510324.0
5093,South America,2022-04-03,Argentina,9030866.0,128330.0,31.9,16.2,27.7,76.67,97469625.0,14744.0,41043527.0,0.845,45510324.0
5094,South America,2022-04-04,Argentina,9032955.0,128334.0,31.9,16.2,27.7,76.67,97547812.0,78187.0,41047997.0,0.845,45510324.0
5095,South America,2022-04-05,Argentina,9034569.0,128337.0,31.9,16.2,27.7,76.67,97624250.0,76438.0,41052469.0,0.845,45510324.0
5096,South America,2022-04-06,Argentina,9036372.0,128338.0,31.9,16.2,27.7,76.67,97696151.0,71901.0,41056963.0,0.845,45510324.0
5097,South America,2022-04-07,Argentina,9038090.0,128338.0,31.9,16.2,27.7,76.67,97763557.0,67406.0,41060698.0,0.845,45510324.0
5098,South America,2022-04-08,Argentina,9039608.0,128341.0,31.9,16.2,27.7,76.67,97838422.0,74865.0,41064527.0,0.845,45510324.0
5099,South America,2022-04-09,Argentina,9040285.0,128341.0,31.9,16.2,27.7,76.67,97867967.0,29545.0,41066009.0,0.845,45510324.0
5100,South America,2022-04-10,Argentina,9040703.0,128341.0,31.9,16.2,27.7,76.67,97880691.0,12724.0,41066614.0,0.845,45510324.0
5101,South America,2022-04-11,Argentina,9042368.0,128343.0,31.9,16.2,27.7,76.67,97948847.0,68156.0,41069823.0,0.845,45510324.0
5102,South America,2022-04-12,Argentina,9043937.0,128344.0,31.9,16.2,27.7,76.67,98018870.0,70023.0,41073466.0,0.845,45510324.0
5103,South America,2022-04-13,Argentina,9045369.0,128344.0,31.9,16.2,27.7,76.67,98094776.0,75906.0,41077478.0,0.845,45510324.0
5104,South America,2022-04-14,Argentina,9046297.0,128344.0,31.9,16.2,27.7,76.67,98117601.0,22825.0,41078443.0,0.845,45510324.0
5105,South America,2022-04-15,Argentina,9046728.0,128344.0,31.9,16.2,27.7,76.67,98130114.0,12513.0,41078979.0,0.845,45510324.0
5106,South America,2022-04-16,Argentina,9047181.0,128344.0,31.9,16.2,27.7,76.67,98153301.0,23187.0,41079725.0,0.845,45510324.0
5107,South America,2022-04-17,Argentina,9047398.0,128344.0,31.9,16.2,27.7,76.67,98160321.0,7020.0,41079961.0,0.845,45510324.0
5108,South America,2022-04-18,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98253040.0,92719.0,41083509.0,0.845,45510324.0
5109,South America,2022-04-19,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98355895.0,102855.0,41086999.0,0.845,45510324.0
5110,South America,2022-04-20,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98470914.0,115019.0,41090457.0,0.845,45510324.0
5111,South America,2022-04-21,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98579959.0,109045.0,41093736.0,0.845,45510324.0
5112,South America,2022-04-22,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98696044.0,116085.0,41096896.0,0.845,45510324.0
5113,South America,2022-04-23,Argentina,9060923.0,128344.0,31.9,16.2,27.7,76.67,98739605.0,43561.0,41098101.0,0.845,45510324.0
5114,South America,2022-04-24,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,98757143.0,17538.0,41098554.0,0.845,45510324.0
5115,South America,2022-04-25,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,98874247.0,117104.0,41101613.0,0.845,45510324.0
5116,South America,2022-04-26,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,98983253.0,109006.0,41104539.0,0.845,45510324.0
5117,South America,2022-04-27,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,99099129.0,115876.0,41107347.0,0.845,45510324.0
5118,South America,2022-04-28,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,99229615.0,130486.0,41110527.0,0.845,45510324.0
5119,South America,2022-04-29,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,99362919.0,133304.0,41113510.0,0.845,45510324.0
5120,South America,2022-04-30,Argentina,9072230.0,128542.0,31.9,16.2,27.7,76.67,99409757.0,46838.0,41114453.0,0.845,45510324.0
5121,South America,2022-05-01,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,99410868.0,1111.0,41114502.0,0.845,45510324.0
5122,South America,2022-05-02,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,99522433.0,111565.0,41116909.0,0.845,45510324.0
5123,South America,2022-05-03,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,99649190.0,126757.0,41119387.0,0.845,45510324.0
5124,South America,2022-05-04,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,99780352.0,131162.0,41122277.0,0.845,45510324.0
5125,South America,2022-05-05,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,99934530.0,154178.0,41126476.0,0.845,45510324.0
5126,South America,2022-05-06,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,100086758.0,152228.0,41129558.0,0.845,45510324.0
5127,South America,2022-05-07,Argentina,9083673.0,128653.0,31.9,16.2,27.7,76.67,100144293.0,57535.0,41130673.0,0.845,45510324.0
5128,South America,2022-05-08,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,100174005.0,29712.0,41131100.0,0.845,45510324.0
5129,South America,2022-05-09,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,100331697.0,157692.0,41133698.0,0.845,45510324.0
5130,South America,2022-05-10,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,100509626.0,177929.0,41136479.0,0.845,45510324.0
5131,South America,2022-05-11,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,100671374.0,161748.0,41139354.0,0.845,45510324.0
5132,South America,2022-05-12,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,100839685.0,168311.0,41142088.0,0.845,45510324.0
5133,South America,2022-05-13,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,101043649.0,203964.0,41145156.0,0.845,45510324.0
5134,South America,2022-05-14,Argentina,9101319.0,128729.0,31.9,16.2,27.7,76.67,101132318.0,88669.0,41146448.0,0.845,45510324.0
5135,South America,2022-05-15,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101173953.0,41635.0,41146933.0,0.845,45510324.0
5136,South America,2022-05-16,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101351911.0,177958.0,41149454.0,0.845,45510324.0
5137,South America,2022-05-17,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101560039.0,208128.0,41152442.0,0.845,45510324.0
5138,South America,2022-05-18,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101562825.0,2786.0,41152511.0,0.845,45510324.0
5139,South America,2022-05-19,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101761689.0,198864.0,41155353.0,0.845,45510324.0
5140,South America,2022-05-20,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,101972476.0,210787.0,41158469.0,0.845,45510324.0
5141,South America,2022-05-21,Argentina,9135308.0,128776.0,31.9,16.2,27.7,76.67,102083596.0,111120.0,41159972.0,0.845,45510324.0
5142,South America,2022-05-22,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,102134778.0,51182.0,41160554.0,0.845,45510324.0
5143,South America,2022-05-23,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,102359931.0,225153.0,41163671.0,0.845,45510324.0
5144,South America,2022-05-24,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,102569848.0,209917.0,41166764.0,0.845,45510324.0
5145,South America,2022-05-25,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,102606242.0,36394.0,41167209.0,0.845,45510324.0
5146,South America,2022-05-26,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,102816688.0,210446.0,41169895.0,0.845,45510324.0
5147,South America,2022-05-27,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,103049272.0,232584.0,41172845.0,0.845,45510324.0
5148,South America,2022-05-28,Argentina,9178795.0,128825.0,31.9,16.2,27.7,76.67,103163074.0,113802.0,41174290.0,0.845,45510324.0
5149,South America,2022-05-29,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,103221013.0,57939.0,41174881.0,0.845,45510324.0
5150,South America,2022-05-30,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,103421712.0,200699.0,41177588.0,0.845,45510324.0
5151,South America,2022-05-31,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,103612847.0,191135.0,41180234.0,0.845,45510324.0
5152,South America,2022-06-01,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,103774206.0,161359.0,41182245.0,0.845,45510324.0
5153,South America,2022-06-02,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,103936744.0,162538.0,41184379.0,0.845,45510324.0
5154,South America,2022-06-03,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,104113875.0,177131.0,41186714.0,0.845,45510324.0
5155,South America,2022-06-04,Argentina,9230573.0,128889.0,31.9,16.2,27.7,76.67,104156943.0,43068.0,41187239.0,0.845,45510324.0
5156,South America,2022-06-05,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104175092.0,18149.0,41187385.0,0.845,45510324.0
5157,South America,2022-06-06,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104319887.0,144795.0,41189489.0,0.845,45510324.0
5158,South America,2022-06-07,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104458910.0,139023.0,41191598.0,0.845,45510324.0
5159,South America,2022-06-08,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104602197.0,143287.0,41193688.0,0.845,45510324.0
5160,South America,2022-06-09,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104743101.0,140904.0,41195852.0,0.845,45510324.0
5161,South America,2022-06-10,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104896765.0,153664.0,41198078.0,0.845,45510324.0
5162,South America,2022-06-11,Argentina,9276618.0,128973.0,31.9,16.2,27.7,76.67,104935714.0,38949.0,41198445.0,0.845,45510324.0
5163,South America,2022-06-12,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,104952876.0,17162.0,41198525.0,0.845,45510324.0
5164,South America,2022-06-13,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105089397.0,136521.0,41200621.0,0.845,45510324.0
5165,South America,2022-06-14,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105235065.0,145668.0,41202698.0,0.845,45510324.0
5166,South America,2022-06-15,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105379430.0,144365.0,41204839.0,0.845,45510324.0
5167,South America,2022-06-16,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105530996.0,151566.0,41206868.0,0.845,45510324.0
5168,South America,2022-06-17,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105555412.0,24416.0,41207127.0,0.845,45510324.0
5169,South America,2022-06-18,Argentina,9313453.0,128994.0,31.9,16.2,27.7,76.67,105582603.0,27191.0,41207351.0,0.845,45510324.0
5170,South America,2022-06-19,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,105584042.0,1439.0,41207369.0,0.845,45510324.0
5171,South America,2022-06-20,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,105602357.0,18315.0,41207462.0,0.845,45510324.0
5172,South America,2022-06-21,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,105717956.0,115599.0,41209188.0,0.845,45510324.0
5173,South America,2022-06-22,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,105829722.0,111766.0,41210791.0,0.845,45510324.0
5174,South America,2022-06-23,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,105939508.0,109786.0,41212405.0,0.845,45510324.0
5175,South America,2022-06-24,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,106058004.0,118496.0,41214186.0,0.845,45510324.0
5176,South America,2022-06-25,Argentina,9341492.0,129016.0,31.9,16.2,27.7,76.67,106087719.0,29715.0,41214530.0,0.845,45510324.0
5177,South America,2022-06-26,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106105665.0,17946.0,41214637.0,0.845,45510324.0
5178,South America,2022-06-27,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106172318.0,66653.0,41215555.0,0.845,45510324.0
5179,South America,2022-06-28,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106274171.0,101853.0,41217312.0,0.845,45510324.0
5180,South America,2022-06-29,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106375400.0,101229.0,41218910.0,0.845,45510324.0
5181,South America,2022-06-30,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106476427.0,101027.0,41220535.0,0.845,45510324.0
5182,South America,2022-07-01,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106578870.0,102443.0,41222303.0,0.845,45510324.0
5183,South America,2022-07-02,Argentina,9367172.0,129070.0,31.9,16.2,27.7,76.67,106605991.0,27121.0,41222566.0,0.845,45510324.0
5184,South America,2022-07-03,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,106620514.0,14523.0,41222650.0,0.845,45510324.0
5185,South America,2022-07-04,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,106709541.0,89027.0,41224263.0,0.845,45510324.0
5186,South America,2022-07-05,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,106802198.0,92657.0,41225811.0,0.845,45510324.0
5187,South America,2022-07-06,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,106895128.0,92930.0,41227370.0,0.845,45510324.0
5188,South America,2022-07-07,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,106988407.0,93279.0,41228801.0,0.845,45510324.0
5189,South America,2022-07-08,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,107081757.0,93350.0,41230179.0,0.845,45510324.0
5190,South America,2022-07-09,Argentina,9394326.0,129109.0,31.9,16.2,27.7,76.67,107102338.0,20581.0,41230446.0,0.845,45510324.0
5191,South America,2022-07-10,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107115329.0,12991.0,41230587.0,0.845,45510324.0
5192,South America,2022-07-11,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107192392.0,77063.0,41231923.0,0.845,45510324.0
5193,South America,2022-07-12,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107273537.0,81145.0,41233310.0,0.845,45510324.0
5194,South America,2022-07-13,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107354532.0,80995.0,41234676.0,0.845,45510324.0
5195,South America,2022-07-14,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107431946.0,77414.0,41235959.0,0.845,45510324.0
5196,South America,2022-07-15,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107502536.0,70590.0,41237115.0,0.845,45510324.0
5197,South America,2022-07-16,Argentina,9426171.0,129145.0,31.9,16.2,27.7,76.67,107518271.0,15735.0,41237305.0,0.845,45510324.0
5198,South America,2022-07-17,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107527657.0,9386.0,41237402.0,0.845,45510324.0
5199,South America,2022-07-18,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107593764.0,66107.0,41238682.0,0.845,45510324.0
5200,South America,2022-07-19,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107668625.0,74861.0,41240071.0,0.845,45510324.0
5201,South America,2022-07-20,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107732466.0,63841.0,41241374.0,0.845,45510324.0
5202,South America,2022-07-21,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107798502.0,66036.0,41242643.0,0.845,45510324.0
5203,South America,2022-07-22,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107872455.0,73953.0,41244119.0,0.845,45510324.0
5204,South America,2022-07-23,Argentina,9465827.0,129202.0,31.9,16.2,27.7,76.67,107887063.0,14608.0,41244330.0,0.845,45510324.0
5205,South America,2022-07-24,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,107893456.0,6393.0,41244400.0,0.845,45510324.0
5206,South America,2022-07-25,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,107946589.0,53133.0,41245425.0,0.845,45510324.0
5207,South America,2022-07-26,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,108012034.0,65445.0,41246784.0,0.845,45510324.0
5208,South America,2022-07-27,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,108074389.0,62355.0,41248119.0,0.845,45510324.0
5209,South America,2022-07-28,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,108139993.0,65604.0,41249501.0,0.845,45510324.0
5210,South America,2022-07-29,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,108215953.0,75960.0,41251104.0,0.845,45510324.0
5211,South America,2022-07-30,Argentina,9507562.0,129278.0,31.9,16.2,27.7,76.67,108231688.0,15735.0,41251398.0,0.845,45510324.0
5212,South America,2022-07-31,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108238563.0,6875.0,41251541.0,0.845,45510324.0
5213,South America,2022-08-01,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108285796.0,47233.0,41252737.0,0.845,45510324.0
5214,South America,2022-08-02,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108334951.0,49155.0,41253928.0,0.845,45510324.0
5215,South America,2022-08-03,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108380635.0,45684.0,41255629.0,0.845,45510324.0
5216,South America,2022-08-04,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108423777.0,43142.0,41257668.0,0.845,45510324.0
5217,South America,2022-08-05,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108480578.0,56801.0,41260548.0,0.845,45510324.0
5218,South America,2022-08-06,Argentina,9560307.0,129369.0,31.9,16.2,27.7,76.67,108490811.0,10233.0,41260992.0,0.845,45510324.0
5219,South America,2022-08-07,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108495496.0,4685.0,41261153.0,0.845,45510324.0
5220,South America,2022-08-08,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108544015.0,48519.0,41263545.0,0.845,45510324.0
5221,South America,2022-08-09,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108593203.0,49188.0,41266345.0,0.845,45510324.0
5222,South America,2022-08-10,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108644419.0,51216.0,41269166.0,0.845,45510324.0
5223,South America,2022-08-11,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108694958.0,50539.0,41274285.0,0.845,45510324.0
5224,South America,2022-08-12,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108752846.0,57888.0,41278905.0,0.845,45510324.0
5225,South America,2022-08-13,Argentina,9602534.0,129440.0,31.9,16.2,27.7,76.67,108764452.0,11606.0,41279380.0,0.845,45510324.0
5226,South America,2022-08-14,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108769372.0,4920.0,41279481.0,0.845,45510324.0
5227,South America,2022-08-15,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108775880.0,6508.0,41279714.0,0.845,45510324.0
5228,South America,2022-08-16,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108820689.0,44809.0,41283286.0,0.845,45510324.0
5229,South America,2022-08-17,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108866027.0,45338.0,41286077.0,0.845,45510324.0
5230,South America,2022-08-18,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108912488.0,46461.0,41289083.0,0.845,45510324.0
5231,South America,2022-08-19,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108958631.0,46143.0,41291764.0,0.845,45510324.0
5232,South America,2022-08-20,Argentina,9633732.0,129566.0,31.9,16.2,27.7,76.67,108967724.0,9093.0,41292070.0,0.845,45510324.0
5233,South America,2022-08-21,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,108970836.0,3112.0,41292140.0,0.845,45510324.0
5234,South America,2022-08-22,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109014015.0,43179.0,41294488.0,0.845,45510324.0
5235,South America,2022-08-23,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109056075.0,42060.0,41296994.0,0.845,45510324.0
5236,South America,2022-08-24,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109099755.0,43680.0,41299792.0,0.845,45510324.0
5237,South America,2022-08-25,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109138744.0,38989.0,41302408.0,0.845,45510324.0
5238,South America,2022-08-26,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109179491.0,40747.0,41305038.0,0.845,45510324.0
5239,South America,2022-08-27,Argentina,9658391.0,129646.0,31.9,16.2,27.7,76.67,109187080.0,7589.0,41305387.0,0.845,45510324.0
5240,South America,2022-08-28,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109190237.0,3157.0,41305488.0,0.845,45510324.0
5241,South America,2022-08-29,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109224451.0,34214.0,41307755.0,0.845,45510324.0
5242,South America,2022-08-30,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109256347.0,31896.0,41310207.0,0.845,45510324.0
5243,South America,2022-08-31,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109288521.0,32174.0,41312634.0,0.845,45510324.0
5244,South America,2022-09-01,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109317094.0,28573.0,41315273.0,0.845,45510324.0
5245,South America,2022-09-02,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109323266.0,6172.0,41315928.0,0.845,45510324.0
5246,South America,2022-09-03,Argentina,9678225.0,129711.0,31.9,16.2,27.7,76.67,109329354.0,6088.0,41316192.0,0.845,45510324.0
5247,South America,2022-09-04,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109331388.0,2034.0,41316257.0,0.845,45510324.0
5248,South America,2022-09-05,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109360959.0,29571.0,41318463.0,0.845,45510324.0
5249,South America,2022-09-06,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109392573.0,31614.0,41320792.0,0.845,45510324.0
5250,South America,2022-09-07,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109422564.0,29991.0,41322782.0,0.845,45510324.0
5251,South America,2022-09-08,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109450742.0,28178.0,41324817.0,0.845,45510324.0
5252,South America,2022-09-09,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109480830.0,30088.0,41326919.0,0.845,45510324.0
5253,South America,2022-09-10,Argentina,9689861.0,129769.0,31.9,16.2,27.7,76.67,109486683.0,5853.0,41327181.0,0.845,45510324.0
5254,South America,2022-09-11,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109488555.0,1872.0,41327233.0,0.845,45510324.0
5255,South America,2022-09-12,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109514600.0,26045.0,41328967.0,0.845,45510324.0
5256,South America,2022-09-13,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109541186.0,26586.0,41330676.0,0.845,45510324.0
5257,South America,2022-09-14,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109567180.0,25994.0,41332482.0,0.845,45510324.0
5258,South America,2022-09-15,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109591955.0,24775.0,41334197.0,0.845,45510324.0
5259,South America,2022-09-16,Argentina,9697763.0,129830.0,31.9,16.2,27.7,76.67,109618480.0,26525.0,41336046.0,0.845,45510324.0
